Transaction_ID,Customer_ID,Transaction_Date,Amount_Spent,Discount_Percentage,Quantity_Purchased,Shipping_Cost,Delivery_Date,Return_Date
4099,307,2023-07-26,1490.48,-5.24,5,23.01,2023-07-28,2023-08-12 00:00:00
4100,415,2025-05-04,1351.61,-14.14,10,17.02,2025-05-10,2025-05-21 00:00:00
4101,153,2023-08-30,877.48,-5.28,1,46.33,2023-09-06,2023-09-15 00:00:00
4102,180,2025-06-26,1295.79,4.68,10,39.13,2025-07-03,
4103,126,2026-07-10,737.4,16.84,13,30.08,2026-07-18,2026-07-29 00:00:00
4104,421,2023-04-04,1781.73,-5.51,7,24.01,2023-04-11,
4105,442,2024-05-12,1123.18,14.51,10,43.53,2024-05-19,
4106,324,2026-01-28,1303.9,0.17,2,20.19,2026-01-30,2026-02-07 00:00:00
4107,466,2026-06-25,1185.93,13.33,5,33.65,2026-06-27,2026-07-01 00:00:00
4108,126,2025-11-24,117.88,4.67,9,27.8,2025-11-28,
4109,111,2024-12-24,356.25,-3.63,10,45.17,2024-12-26,2025-01-04 00:00:00
4110,109,2026-06-27,0.0,-1.22,13,21.6,2026-06-30,2026-07-09 00:00:00
4111,408,2024-12-10,1490.3,0.08,8,46.78,2024-12-16,2024-12-21 00:00:00
4112,306,2026-06-04,932.95,14.38,10,27.6,2026-06-11,2026-06-19 00:00:00
4113,391,2024-11-20,1824.12,-6.43,7,20.74,2024-11-27,
4114,495,2026-03-05,1535.89,17.63,13,49.0,2026-03-08,2026-03-22 00:00:00
4115,579,2026-05-20,408.06,-6.73,11,17.45,2026-05-24,
4116,190,2025-11-15,229.29,-11.09,12,22.94,2025-11-19,
4117,157,2025-04-25,1344.11,1.73,13,6.85,2025-04-30,2025-05-15 00:00:00
4118,397,2026-09-19,1240.69,5.35,11,41.0,2026-09-26,2026-10-03 00:00:00
4119,310,2024-12-22,1315.64,11.73,10,21.27,2024-12-25,2025-01-06 00:00:00
4120,226,2025-10-09,1834.7,17.95,6,25.33,2025-10-16,
4121,273,2025-01-04,1706.03,-2.16,9,16.54,2025-01-08,2025-01-20 00:00:00
4122,293,2025-08-01,179.25,1.16,5,29.17,2025-08-04,2025-08-13 00:00:00
4123,319,2025-12-12,473.78,-13.49,3,32.58,2025-12-17,2025-12-28 00:00:00
4124,233,2024-01-28,167.06,-9.98,14,8.09,2024-01-30,2024-02-02 00:00:00
4125,297,2026-03-20,1218.74,14.32,6,37.89,2026-03-25,2026-04-05 00:00:00
4126,256,2026-11-22,680.88,-2.59,12,44.42,2026-11-28,
4127,218,2023-02-24,999.98,-9.91,5,36.87,2023-02-27,2023-03-02 00:00:00
4128,180,2025-07-25,1536.16,3.34,12,32.25,2025-08-01,2025-08-16 00:00:00
4129,393,2026-10-06,1182.22,5.7,13,37.04,2026-10-10,
4130,275,2026-06-14,1515.63,-10.89,8,39.27,2026-06-17,
4131,260,2025-04-11,1897.54,8.47,2,14.38,2025-04-13,
4132,357,2025-02-24,719.03,-1.62,4,46.85,2025-02-27,2025-03-09 00:00:00
4133,126,2024-06-07,1436.16,-4.25,5,9.29,2024-06-09,2024-06-21 00:00:00
4134,550,2024-04-27,1759.36,-1.77,5,19.98,2024-05-05,2024-05-16 00:00:00
4135,401,2023-11-18,1988.89,-9.79,13,37.76,2023-11-25,2023-12-01 00:00:00
4136,365,2025-08-05,1758.49,-2.11,3,48.61,2025-08-10,
4137,470,2025-04-19,0.0,2.87,4,24.64,2025-04-27,
4138,219,2024-08-19,0.0,-4.35,6,15.94,2024-08-24,2024-09-08 00:00:00
4139,270,2024-07-01,278.45,18.3,10,35.72,2024-07-09,2024-07-16 00:00:00
4140,167,2026-09-27,362.81,4.17,5,36.53,2026-09-29,
4141,341,2024-09-14,971.28,-9.48,12,6.52,2024-09-22,2024-09-29 00:00:00
4142,149,2026-11-14,877.51,-11.02,11,47.24,2026-11-18,
4143,355,2023-05-14,1191.88,-8.61,14,48.62,2023-05-17,2023-05-29 00:00:00
4144,252,2023-12-14,1469.63,1.69,12,16.55,2023-12-22,
4145,194,2024-08-07,0.0,-4.01,4,20.04,2024-08-13,
4146,439,2024-11-18,299.36,-4.44,1,49.99,2024-11-24,2024-12-09 00:00:00
4147,311,2025-01-24,1628.02,3.31,9,20.57,2025-01-30,
4148,153,2026-08-28,301.9,14.18,10,22.11,2026-08-30,
4149,231,2025-09-05,1269.12,6.01,1,24.19,2025-09-08,
4150,484,2025-02-17,881.81,-10.81,4,19.54,2025-02-23,2025-03-03 00:00:00
4151,453,2025-11-03,490.5,-5.91,13,48.54,2025-11-09,2025-11-16 00:00:00
4152,523,2025-05-21,1005.86,4.17,2,27.94,2025-05-29,
4153,313,2024-07-25,1897.05,-4.33,14,34.23,2024-08-01,2024-08-12 00:00:00
4154,402,2023-07-18,50.98,-13.42,12,7.86,2023-07-21,2023-08-05 00:00:00
4155,128,2025-05-13,1071.39,2.73,8,25.89,2025-05-21,
4156,534,2025-05-06,146.46,-11.66,7,17.28,2025-05-10,2025-05-15 00:00:00
4157,415,2026-08-12,1850.86,-5.02,6,19.11,2026-08-18,2026-09-02 00:00:00
4158,475,2026-04-16,735.64,-1.85,7,14.74,2026-04-23,
4159,209,2024-03-27,1877.54,9.47,0,12.72,2024-03-31,
4160,497,2025-05-25,352.75,12.34,13,27.41,2025-05-27,
4161,231,2026-07-12,87.01,13.39,11,18.41,2026-07-15,2026-07-27 00:00:00
4162,476,2023-10-10,1463.39,11.46,11,21.69,2023-10-15,
4163,511,2024-07-25,494.46,1.2,10,26.14,2024-07-29,2024-08-02 00:00:00
4164,579,2023-10-26,0.0,-2.47,1,32.41,2023-11-02,2023-11-13 00:00:00
4165,327,2023-11-26,863.67,11.45,4,33.52,2023-12-01,2023-12-12 00:00:00
4166,585,2024-09-19,170.71,4.03,13,22.59,2024-09-24,2024-09-30 00:00:00
4167,527,2024-05-05,799.54,14.88,11,15.26,2024-05-11,
4168,211,2026-09-27,315.37,-7.81,1,14.19,2026-10-04,2026-10-12 00:00:00
4169,524,2026-12-03,1992.55,3.0,7,47.58,2026-12-10,
4170,222,2023-12-08,520.68,19.48,2,41.07,2023-12-14,2023-12-27 00:00:00
4171,156,2024-12-19,1348.91,-4.58,10,13.91,2024-12-26,2025-01-04 00:00:00
4172,288,2026-04-30,667.88,-11.66,3,15.71,2026-05-04,
4173,143,2026-12-03,88.04,-1.44,3,23.81,2026-12-08,2026-12-15 00:00:00
4174,344,2023-11-05,1727.9,11.13,9,24.18,2023-11-12,2023-11-25 00:00:00
4175,338,2026-11-04,1726.69,1.07,9,34.83,2026-11-09,
4176,103,2025-07-02,1053.59,-11.1,5,30.63,2025-07-07,2025-07-19 00:00:00
4177,512,2024-07-31,1034.33,7.15,12,48.03,2024-08-07,2024-08-11 00:00:00
4178,229,2025-12-20,1540.67,-4.04,1,17.35,2025-12-22,
4179,172,2023-12-17,781.71,14.02,13,48.46,2023-12-19,
4180,149,2025-01-05,1659.37,10.52,8,28.27,2025-01-11,
4181,298,2026-06-14,1569.0,-7.18,6,37.09,2026-06-21,
4182,532,2023-10-04,553.72,5.52,13,25.22,2023-10-06,2023-10-11 00:00:00
4183,385,2025-03-05,560.11,-13.48,3,17.04,2025-03-13,2025-03-23 00:00:00
4184,189,2024-06-05,1363.5,-9.66,12,14.95,2024-06-09,2024-06-13 00:00:00
4185,304,2025-06-22,1767.9,19.98,1,31.7,2025-06-26,2025-07-07 00:00:00
4186,326,2026-07-09,0.0,11.15,2,17.0,2026-07-16,2026-07-21 00:00:00
4187,546,2026-11-13,1156.76,17.21,10,40.11,2026-11-20,
4188,487,2026-01-04,256.51,3.6,14,9.97,2026-01-12,
4189,334,2026-03-21,1204.15,1.76,3,11.68,2026-03-28,2026-04-04 00:00:00
4190,159,2024-10-17,1885.52,15.3,14,19.47,2024-10-24,2024-10-29 00:00:00
4191,143,2026-10-06,181.96,-1.46,5,49.63,2026-10-12,2026-10-27 00:00:00
4192,120,2025-11-22,881.62,-11.8,8,21.54,2025-11-29,2025-12-06 00:00:00
4193,322,2026-08-17,1664.11,-3.23,8,14.98,2026-08-25,
4194,124,2025-09-10,1544.12,12.46,14,23.85,2025-09-12,2025-09-24 00:00:00
4195,284,2023-04-14,0.0,-2.69,13,26.0,2023-04-18,2023-04-25 00:00:00
4196,145,2024-12-28,0.0,2.53,1,42.09,2025-01-02,
4197,582,2025-06-17,1056.35,-11.56,4,21.13,2025-06-19,2025-06-30 00:00:00
4198,187,2023-10-12,286.71,3.94,11,39.86,2023-10-18,
4199,145,2024-08-07,146.59,-4.21,12,33.62,2024-08-14,2024-08-28 00:00:00
4200,290,2024-11-18,713.07,-8.76,14,47.24,2024-11-21,
4201,319,2026-07-26,0.0,10.09,12,10.08,2026-07-28,2026-08-07 00:00:00
4202,544,2023-09-12,156.61,15.32,3,48.2,2023-09-18,2023-09-23 00:00:00
4203,451,2025-04-02,1515.56,-4.38,6,19.05,2025-04-08,
4204,277,2025-03-28,1658.43,-14.77,5,41.22,2025-04-01,
4205,233,2023-02-05,118.47,13.63,14,45.03,2023-02-07,2023-02-17 00:00:00
4206,464,2024-03-03,1801.97,17.64,5,21.82,2024-03-07,2024-03-12 00:00:00
4207,151,2024-04-16,1548.01,10.9,6,17.92,2024-04-23,
4208,242,2025-11-21,1001.08,9.37,12,19.38,2025-11-25,2025-11-30 00:00:00
4209,262,2024-09-13,983.52,-9.08,2,7.45,2024-09-16,2024-09-19 00:00:00
4210,514,2024-01-05,477.95,17.25,8,35.94,2024-01-10,
4211,427,2026-08-07,1866.89,-14.26,4,28.34,2026-08-15,
4212,110,2023-06-06,1386.15,6.27,4,40.55,2023-06-14,2023-06-26 00:00:00
4213,526,2024-12-28,1269.03,13.75,3,29.4,2025-01-01,2025-01-05 00:00:00
4214,277,2026-09-20,1768.65,-7.12,7,49.03,2026-09-22,2026-09-30 00:00:00
4215,183,2023-07-25,1063.77,-13.08,14,32.26,2023-07-29,
4216,241,2026-01-29,1365.03,0.98,12,13.84,2026-02-04,2026-02-07 00:00:00
4217,246,2023-09-18,1467.26,7.67,14,45.35,2023-09-25,
4218,599,2026-08-05,1294.34,-14.13,3,42.74,2026-08-07,2026-08-17 00:00:00
4219,404,2023-05-27,735.75,-13.07,11,43.27,2023-06-04,2023-06-09 00:00:00
4220,555,2024-10-07,1213.54,-11.68,8,16.81,2024-10-15,2024-10-28 00:00:00
4221,406,2024-06-26,971.43,-7.68,4,31.38,2024-07-04,2024-07-11 00:00:00
4222,536,2025-09-18,0.0,14.29,8,39.65,2025-09-20,
4223,355,2024-10-16,0.0,2.2,5,9.19,2024-10-24,2024-11-07 00:00:00
4224,491,2026-06-13,683.6,12.41,5,35.93,2026-06-16,2026-06-25 00:00:00
4225,508,2025-10-28,1103.84,-9.53,2,38.85,2025-10-30,
4226,328,2026-07-28,0.0,18.21,9,29.41,2026-08-05,
4227,456,2026-08-13,131.88,-6.07,10,27.81,2026-08-21,
4228,516,2025-10-05,1550.1,0.44,11,22.25,2025-10-11,
4229,251,2024-01-30,508.98,19.05,2,48.03,2024-02-04,2024-02-18 00:00:00
4230,134,2025-07-12,745.04,17.29,14,16.6,2025-07-19,2025-08-02 00:00:00
4231,455,2023-12-02,1132.05,16.72,6,16.92,2023-12-05,2023-12-19 00:00:00
4232,115,2026-06-02,1048.49,17.17,9,15.0,2026-06-07,2026-06-22 00:00:00
4233,131,2024-01-04,1134.69,-13.32,9,18.55,2024-01-06,
4234,118,2023-02-07,257.63,4.3,2,35.66,2023-02-15,2023-02-22 00:00:00
4235,253,2026-11-24,1762.57,5.63,2,24.16,2026-11-27,
4236,379,2025-11-01,1202.27,16.64,9,20.47,2025-11-06,2025-11-15 00:00:00
4237,413,2026-10-08,831.66,-11.92,11,34.14,2026-10-13,2026-10-25 00:00:00
4238,302,2025-12-11,324.82,-14.73,10,31.96,2025-12-14,
4239,453,2023-02-20,704.25,-11.47,2,23.12,2023-02-22,2023-03-02 00:00:00
4240,548,2024-05-31,441.12,2.54,2,16.45,2024-06-07,2024-06-12 00:00:00
4241,159,2026-05-16,1509.39,16.33,1,5.43,2026-05-22,2026-06-05 00:00:00
4242,252,2023-02-19,140.61,1.1,11,13.78,2023-02-23,2023-02-27 00:00:00
4243,596,2023-01-07,1512.76,-13.07,14,13.94,2023-01-14,2023-01-19 00:00:00
4244,436,2024-02-05,455.95,11.55,8,42.27,2024-02-13,
4245,158,2024-07-10,0.0,14.57,4,25.86,2024-07-14,2024-07-20 00:00:00
4246,599,2024-10-01,621.73,4.34,10,12.23,2024-10-08,2024-10-12 00:00:00
4247,125,2023-12-17,1017.78,17.67,7,17.23,2023-12-19,2023-12-29 00:00:00
4248,524,2023-10-04,280.39,0.56,9,41.89,2023-10-12,2023-10-27 00:00:00
4249,270,2025-01-27,0.0,-11.21,11,5.76,2025-01-29,2025-02-06 00:00:00
4250,211,2025-08-04,1328.27,-8.2,3,29.27,2025-08-10,
4251,464,2024-11-05,1290.76,-6.79,7,47.93,2024-11-13,2024-11-19 00:00:00
4252,179,2023-02-19,1154.25,6.35,1,11.22,2023-02-27,
4253,450,2024-04-29,704.79,-3.4,1,44.25,2024-05-07,2024-05-17 00:00:00
4254,344,2023-10-06,567.38,11.91,2,9.35,2023-10-08,2023-10-16 00:00:00
4255,444,2025-01-13,358.4,-2.72,10,34.15,2025-01-17,2025-01-25 00:00:00
4256,105,2026-03-10,589.35,0.25,6,6.52,2026-03-14,2026-03-25 00:00:00
4257,108,2023-09-14,97.5,-0.07,13,47.91,2023-09-16,
4258,299,2024-04-18,1857.46,3.19,7,39.97,2024-04-20,2024-04-25 00:00:00
4259,125,2024-05-01,1870.63,5.41,14,30.65,2024-05-06,2024-05-14 00:00:00
4260,324,2024-11-16,281.38,19.69,4,32.92,2024-11-20,
4261,267,2025-09-09,103.39,-7.68,14,38.69,2025-09-17,
4262,339,2026-07-20,765.46,11.86,14,39.97,2026-07-26,2026-08-07 00:00:00
4263,295,2025-04-14,360.43,0.31,13,38.97,2025-04-22,
4264,525,2023-06-16,1666.04,5.8,11,48.29,2023-06-18,
4265,547,2026-12-17,1304.02,10.25,3,24.0,2026-12-20,2026-12-26 00:00:00
4266,313,2024-01-18,1420.2,12.08,9,25.25,2024-01-22,
4267,349,2025-12-26,1754.27,-4.22,13,45.31,2025-12-28,
4268,214,2023-07-31,236.64,0.33,10,17.09,2023-08-05,
4269,483,2023-12-22,1974.14,6.14,5,42.87,2023-12-30,
4270,391,2026-11-01,1426.58,15.81,12,29.57,2026-11-06,2026-11-18 00:00:00
4271,265,2025-08-14,525.66,5.64,10,29.1,2025-08-19,2025-08-27 00:00:00
4272,380,2023-03-30,1860.09,-0.75,5,20.09,2023-04-01,
4273,411,2024-05-20,1832.18,2.74,5,14.95,2024-05-26,
4274,267,2023-02-02,1554.23,7.03,4,15.3,2023-02-10,2023-02-17 00:00:00
4275,373,2025-07-23,293.86,-1.96,5,22.74,2025-07-31,
4276,434,2023-05-31,279.37,-14.04,9,17.86,2023-06-05,
4277,456,2024-10-22,1810.44,11.22,7,19.27,2024-10-28,
4278,507,2026-08-19,1834.21,15.0,5,7.2,2026-08-21,
4279,257,2023-01-02,1080.76,-3.28,11,19.24,2023-01-06,
4280,575,2023-03-18,0.0,18.43,8,44.86,2023-03-20,
4281,391,2025-07-22,1317.1,-5.47,4,27.6,2025-07-27,2025-08-11 00:00:00
4282,407,2024-07-12,0.0,15.08,1,8.67,2024-07-17,2024-07-31 00:00:00
4283,313,2024-11-28,1353.38,-10.91,12,7.84,2024-12-03,2024-12-12 00:00:00
4284,191,2024-05-24,1247.05,-12.75,12,20.5,2024-06-01,2024-06-08 00:00:00
4285,350,2025-12-06,731.03,-3.01,9,30.12,2025-12-11,2025-12-26 00:00:00
4286,138,2025-04-18,0.0,1.08,13,14.89,2025-04-22,
4287,184,2025-11-11,1060.68,16.51,14,34.79,2025-11-17,
4288,244,2026-05-02,1895.5,12.62,10,49.22,2026-05-08,2026-05-16 00:00:00
4289,205,2025-08-04,560.82,-7.49,3,15.57,2025-08-12,2025-08-25 00:00:00
4290,387,2025-12-19,511.66,17.36,11,27.78,2025-12-23,2025-12-29 00:00:00
4291,224,2025-07-23,1217.65,-2.55,5,41.04,2025-07-25,2025-07-30 00:00:00
4292,114,2025-06-04,1631.45,0.62,10,45.57,2025-06-06,2025-06-11 00:00:00
4293,504,2026-01-22,804.32,2.3,10,29.85,2026-01-26,2026-02-05 00:00:00
4294,436,2025-04-27,1272.05,13.75,1,26.05,2025-05-05,
4295,428,2024-06-15,975.89,-9.69,7,34.8,2024-06-22,2024-07-06 00:00:00
4296,468,2026-11-02,1119.05,2.04,8,23.21,2026-11-10,2026-11-13 00:00:00
4297,355,2026-06-28,1317.72,14.38,10,44.62,2026-07-03,2026-07-18 00:00:00
4298,173,2025-07-17,1845.78,-1.68,3,19.62,2025-07-20,2025-07-30 00:00:00
4299,440,2024-07-04,722.3,0.33,11,32.09,2024-07-06,2024-07-15 00:00:00
4300,162,2026-01-11,0.0,-3.22,12,28.42,2026-01-14,2026-01-18 00:00:00
4301,218,2024-01-29,557.33,6.02,4,47.19,2024-02-01,2024-02-07 00:00:00
4302,160,2024-10-05,676.24,7.02,4,23.76,2024-10-11,2024-10-23 00:00:00
4303,532,2023-07-14,1552.59,-3.98,9,45.08,2023-07-17,2023-07-29 00:00:00
4304,437,2026-12-15,1813.61,-3.43,4,37.59,2026-12-17,
4305,501,2026-11-12,835.25,-13.57,8,38.04,2026-11-19,2026-12-01 00:00:00
4306,235,2024-02-08,951.96,-3.78,11,42.47,2024-02-14,2024-02-19 00:00:00
4307,392,2023-01-28,616.5,10.88,1,42.73,2023-02-04,2023-02-16 00:00:00
4308,187,2025-01-02,1059.1,14.08,8,38.32,2025-01-05,2025-01-11 00:00:00
4309,497,2025-02-16,357.79,-12.14,9,23.62,2025-02-18,
4310,486,2024-12-19,596.41,-1.25,6,29.57,2024-12-27,
4311,478,2023-11-29,1662.19,9.01,5,26.92,2023-12-07,2023-12-13 00:00:00
4312,461,2023-12-21,747.89,17.32,5,31.89,2023-12-25,2024-01-08 00:00:00
4313,383,2024-11-18,0.0,15.15,13,36.23,2024-11-22,2024-12-02 00:00:00
4314,550,2023-05-28,486.09,-6.71,6,10.8,2023-06-03,2023-06-09 00:00:00
4315,561,2024-04-26,1407.69,-10.93,3,48.49,2024-05-01,
4316,255,2023-04-14,1168.5,10.47,7,37.2,2023-04-16,
4317,199,2025-03-06,1913.07,-1.36,9,39.41,2025-03-08,2025-03-11 00:00:00
4318,596,2026-12-07,1720.33,-14.46,12,7.6,2026-12-14,2026-12-17 00:00:00
4319,263,2025-08-17,1686.49,15.89,3,31.23,2025-08-24,2025-08-31 00:00:00
4320,274,2025-07-27,1237.67,-7.79,13,5.12,2025-08-04,2025-08-09 00:00:00
4321,522,2024-10-23,1621.57,-1.1,4,48.3,2024-10-27,2024-11-07 00:00:00
4322,505,2026-10-01,247.16,12.98,4,15.56,2026-10-05,
4323,217,2023-08-27,1620.72,11.87,13,37.05,2023-09-04,2023-09-18 00:00:00
4324,345,2023-11-25,805.9,17.74,4,26.92,2023-12-02,
4325,408,2025-08-20,599.59,4.04,4,26.56,2025-08-25,2025-09-05 00:00:00
4326,145,2023-07-04,461.1,6.78,9,25.42,2023-07-11,
4327,240,2023-05-06,1121.52,9.98,13,44.66,2023-05-09,2023-05-19 00:00:00
4328,207,2025-03-29,1255.39,0.42,9,25.48,2025-04-01,
4329,260,2025-09-27,855.47,4.01,8,34.97,2025-09-30,2025-10-09 00:00:00
4330,496,2025-04-19,1868.5,-0.79,3,36.34,2025-04-24,
4331,178,2025-07-08,973.01,19.39,13,14.72,2025-07-16,
4332,106,2026-03-15,1039.42,-14.04,2,45.05,2026-03-18,
4333,347,2024-02-20,944.55,14.59,7,6.89,2024-02-25,
4334,108,2024-12-25,0.0,18.57,10,22.61,2024-12-28,
4335,363,2023-08-06,1326.94,3.13,14,45.88,2023-08-11,2023-08-17 00:00:00
4336,449,2024-10-20,0.0,-8.64,5,26.97,2024-10-25,
4337,436,2026-06-29,560.67,3.78,3,14.95,2026-07-03,2026-07-16 00:00:00
4338,325,2024-06-05,377.19,2.59,11,30.75,2024-06-11,
4339,278,2023-10-07,189.57,13.88,1,20.22,2023-10-10,2023-10-23 00:00:00
4340,541,2026-09-23,289.87,19.17,14,34.26,2026-09-26,2026-10-05 00:00:00
4341,300,2023-06-07,655.01,13.56,6,36.09,2023-06-11,
4342,169,2026-03-19,1631.27,10.02,14,47.83,2026-03-27,2026-04-07 00:00:00
4343,258,2024-04-12,472.0,-11.89,10,13.53,2024-04-15,
4344,214,2024-08-11,704.25,-6.98,1,34.36,2024-08-18,2024-09-01 00:00:00
4345,421,2024-09-11,1653.88,-6.45,7,38.45,2024-09-16,2024-09-26 00:00:00
4346,405,2024-07-21,1431.03,2.13,10,30.14,2024-07-24,
4347,556,2026-02-06,780.94,-7.34,13,34.08,2026-02-11,
4348,127,2023-06-22,1724.57,19.08,3,10.13,2023-06-24,
4349,503,2024-01-01,592.14,5.82,11,13.15,2024-01-03,2024-01-16 00:00:00
4350,134,2025-02-04,1322.02,17.37,11,40.9,2025-02-09,2025-02-24 00:00:00
4351,112,2025-09-26,1227.58,6.04,8,11.93,2025-10-03,2025-10-18 00:00:00
4352,485,2026-01-30,54.06,0.17,11,26.42,2026-02-05,2026-02-11 00:00:00
4353,591,2026-11-14,414.33,-7.97,5,6.1,2026-11-21,2026-11-25 00:00:00
4354,579,2026-09-08,0.0,-11.43,1,25.01,2026-09-10,
4355,167,2025-05-14,1264.32,18.64,1,46.73,2025-05-18,2025-05-26 00:00:00
4356,166,2026-07-14,1859.37,-12.08,10,13.63,2026-07-19,2026-07-27 00:00:00
4357,226,2023-07-27,69.08,13.06,9,41.34,2023-08-02,
4358,245,2024-03-13,1540.09,6.93,9,17.51,2024-03-19,
4359,574,2023-05-24,367.33,8.93,9,6.57,2023-06-01,
4360,311,2025-02-14,1717.45,-6.52,4,37.64,2025-02-18,2025-03-01 00:00:00
4361,281,2025-08-30,1801.59,-5.86,7,30.28,2025-09-06,
4362,311,2023-10-24,1583.63,9.57,13,14.82,2023-10-30,
4363,215,2026-02-11,345.65,13.1,3,14.61,2026-02-18,
4364,436,2025-05-11,732.53,-0.76,12,33.31,2025-05-16,
4365,456,2024-02-24,908.18,19.25,1,49.16,2024-02-29,
4366,540,2025-01-16,1588.94,1.79,2,8.84,2025-01-18,
4367,421,2025-01-13,95.76,-1.49,13,25.7,2025-01-19,2025-01-27 00:00:00
4368,392,2025-06-26,555.35,-0.76,7,24.0,2025-06-30,
4369,233,2025-09-27,362.36,12.72,4,39.32,2025-09-30,2025-10-12 00:00:00
4370,145,2023-02-01,54.36,-12.1,14,49.33,2023-02-09,2023-02-14 00:00:00
4371,167,2025-03-18,0.0,-0.19,4,42.88,2025-03-23,
4372,145,2026-05-14,1239.04,-8.53,5,26.96,2026-05-18,2026-05-21 00:00:00
4373,140,2026-08-14,656.84,15.77,6,5.67,2026-08-20,2026-09-03 00:00:00
4374,372,2025-01-16,307.74,4.07,6,36.0,2025-01-21,2025-02-01 00:00:00
4375,459,2024-12-05,891.44,-1.75,5,9.88,2024-12-11,
4376,145,2024-06-30,1578.95,16.93,9,12.26,2024-07-05,2024-07-08 00:00:00
4377,565,2025-06-21,1408.58,-10.56,12,8.77,2025-06-28,2025-07-04 00:00:00
4378,149,2023-04-02,1630.2,0.84,7,23.44,2023-04-08,2023-04-21 00:00:00
4379,407,2023-10-27,1742.1,8.91,7,15.48,2023-11-03,2023-11-14 00:00:00
4380,243,2025-12-14,685.21,-12.22,4,28.73,2025-12-22,
4381,356,2025-02-04,1775.15,-5.81,4,24.02,2025-02-10,
4382,330,2023-03-14,147.62,5.52,14,8.26,2023-03-16,2023-03-28 00:00:00
4383,284,2026-09-28,748.83,-5.11,11,31.74,2026-10-03,2026-10-07 00:00:00
4384,423,2025-11-21,1405.12,19.01,12,6.86,2025-11-23,2025-12-01 00:00:00
4385,166,2026-09-11,388.84,-1.34,9,28.61,2026-09-18,
4386,348,2025-06-21,108.23,6.64,5,10.53,2025-06-28,2025-07-06 00:00:00
4387,340,2026-11-25,1227.77,4.89,4,28.16,2026-12-02,
4388,170,2025-03-07,1429.2,-5.52,14,21.98,2025-03-11,
4389,413,2023-02-15,1504.76,6.6,9,37.66,2023-02-18,
4390,598,2026-07-11,195.81,19.08,6,17.98,2026-07-17,
4391,373,2024-03-03,217.02,10.0,5,13.65,2024-03-11,2024-03-21 00:00:00
4392,221,2025-10-01,306.42,-13.94,1,10.56,2025-10-05,2025-10-13 00:00:00
4393,451,2024-12-08,957.89,14.58,5,46.27,2024-12-15,2024-12-19 00:00:00
4394,292,2025-03-28,1719.35,14.46,5,28.82,2025-04-01,2025-04-10 00:00:00
4395,587,2023-06-17,70.48,11.43,5,26.12,2023-06-25,
4396,208,2025-02-26,142.56,15.11,4,15.55,2025-03-02,
4397,392,2024-08-15,341.55,12.03,3,5.43,2024-08-23,2024-09-07 00:00:00
4398,565,2023-08-06,1689.55,17.3,10,13.71,2023-08-12,2023-08-27 00:00:00
4399,394,2025-07-25,241.7,-3.39,10,18.43,2025-07-31,
4400,533,2026-03-30,1581.42,-13.6,2,9.56,2026-04-01,2026-04-04 00:00:00
4401,159,2026-06-23,1236.93,11.9,1,10.05,2026-06-25,2026-07-08 00:00:00
4402,457,2024-10-16,1933.21,-4.34,8,10.85,2024-10-18,2024-10-29 00:00:00
4403,431,2026-05-20,1610.24,-14.39,11,8.83,2026-05-25,2026-05-31 00:00:00
4404,325,2026-02-10,1832.02,6.57,13,5.42,2026-02-14,
4405,468,2025-11-12,1186.13,0.02,13,9.77,2025-11-20,2025-11-24 00:00:00
4406,466,2024-03-06,1103.91,3.01,6,26.34,2024-03-12,2024-03-16 00:00:00
4407,411,2024-03-10,1105.23,18.26,5,21.17,2024-03-17,
4408,142,2026-03-04,173.0,-5.54,11,49.96,2026-03-09,2026-03-18 00:00:00
4409,417,2024-06-06,902.88,-14.74,14,7.51,2024-06-08,2024-06-16 00:00:00
4410,390,2026-09-17,876.56,-7.36,1,38.03,2026-09-21,2026-09-27 00:00:00
4411,144,2024-02-26,128.95,-10.03,5,38.23,2024-03-02,2024-03-12 00:00:00
4412,420,2025-08-31,77.53,-14.88,14,10.2,2025-09-03,2025-09-09 00:00:00
4413,478,2023-02-02,360.2,17.7,3,47.06,2023-02-09,2023-02-19 00:00:00
4414,327,2024-01-03,1715.91,5.44,6,15.08,2024-01-08,
4415,150,2025-08-31,952.47,14.96,6,16.86,2025-09-06,
4416,211,2024-01-20,791.76,4.38,4,41.79,2024-01-28,
4417,195,2026-08-30,868.03,11.67,5,27.07,2026-09-06,2026-09-17 00:00:00
4418,583,2023-12-14,143.77,-6.28,2,24.82,2023-12-18,
4419,274,2024-11-15,0.0,-7.72,6,11.12,2024-11-20,2024-12-04 00:00:00
4420,529,2024-10-05,58.05,18.92,1,48.28,2024-10-09,
4421,110,2025-12-10,985.94,-14.24,7,22.0,2025-12-14,2025-12-18 00:00:00
4422,272,2023-05-25,1725.55,19.82,12,21.37,2023-06-02,
4423,255,2026-08-15,1523.01,5.42,9,14.98,2026-08-22,
4424,269,2026-04-16,0.0,-0.86,13,49.46,2026-04-22,2026-04-27 00:00:00
4425,575,2023-01-20,1160.76,4.24,7,12.23,2023-01-26,2023-01-31 00:00:00
4426,261,2025-12-28,546.69,-13.41,12,18.79,2026-01-01,
4427,275,2025-06-29,1038.47,-9.12,4,18.47,2025-07-07,2025-07-17 00:00:00
4428,117,2026-01-16,1410.3,10.76,11,39.76,2026-01-22,2026-01-26 00:00:00
