AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
35-44,A,35-49K,Probable Owner,Single Male,1,2,8593
55-64,A,25-34K,Probable Owner,2 Adults No Kids,2,3+,8594
55-64,A,150-174K,Unknown,Single Male,3,2,8595
65+,B,35-49K,Unknown,Single Male,3,3+,8596
35-44,B,100-124K,Homeowner,2 Adults No Kids,2,2,8597
19-24,U,25-34K,Renter,Single Male,2,1,8598
35-44,B,175-199K,Probable Renter,Unknown,1,3+,8599
19-24,B,100-124K,Renter,1 Adult Kids,3,None/Unknown,8600
65+,B,125-149K,Unknown,2 Adults No Kids,1,3+,8601
19-24,B,200-249K,Unknown,1 Adult Kids,2,2,8602
45-54,A,35-49K,Probable Owner,2 Adults Kids,1,1,8603
35-44,B,250K+,Homeowner,2 Adults Kids,2,1,8604
45-54,A,250K+,Homeowner,2 Adults Kids,4,3+,8605
25-34,B,Under 15K,Unknown,Single Male,5+,1,8606
25-34,U,100-124K,Probable Renter,1 Adult Kids,3,3+,8607
55-64,U,25-34K,Probable Renter,Single Female,3,3+,8608
45-54,B,15-24K,Unknown,Single Female,4,3+,8609
55-64,U,50-74K,Probable Owner,Unknown,5+,2,8610
35-44,U,200-249K,Renter,Single Male,1,2,8611
25-34,B,175-199K,Probable Renter,2 Adults Kids,3,2,8612
55-64,B,125-149K,Unknown,1 Adult Kids,1,None/Unknown,8613
45-54,A,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,8614
35-44,A,250K+,Probable Owner,2 Adults No Kids,2,2,8615
25-34,B,125-149K,Unknown,2 Adults Kids,4,None/Unknown,8616
19-24,U,200-249K,Renter,Single Female,5+,1,8617
45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,8618
35-44,B,175-199K,Homeowner,Unknown,2,1,8619
19-24,A,125-149K,Unknown,1 Adult Kids,1,2,8620
55-64,U,125-149K,Unknown,Single Male,2,1,8621
55-64,A,175-199K,Probable Owner,2 Adults Kids,1,1,8622
45-54,A,Under 15K,Probable Renter,2 Adults Kids,2,2,8623
35-44,A,25-34K,Probable Owner,Unknown,3,None/Unknown,8624
35-44,B,75-99K,Homeowner,2 Adults Kids,1,3+,8625
65+,B,75-99K,Renter,Single Male,4,None/Unknown,8626
55-64,U,200-249K,Probable Renter,Single Female,1,None/Unknown,8627
65+,B,75-99K,Renter,Single Female,5+,2,8628
35-44,U,25-34K,Homeowner,2 Adults Kids,2,None/Unknown,8629
35-44,B,125-149K,Probable Renter,2 Adults Kids,2,1,8630
65+,A,250K+,Homeowner,Single Male,3,2,8631
55-64,B,Under 15K,Homeowner,Single Female,2,1,8632
45-54,B,25-34K,Probable Owner,2 Adults Kids,5+,1,8633
65+,U,75-99K,Probable Renter,2 Adults No Kids,4,None/Unknown,8634
19-24,B,75-99K,Renter,2 Adults No Kids,3,1,8635
65+,U,35-49K,Unknown,1 Adult Kids,3,3+,8636
35-44,B,35-49K,Probable Owner,2 Adults Kids,4,1,8637
45-54,B,100-124K,Probable Owner,2 Adults No Kids,1,None/Unknown,8638
25-34,U,Under 15K,Probable Renter,2 Adults Kids,3,3+,8639
45-54,A,100-124K,Unknown,Single Male,1,3+,8640
35-44,A,100-124K,Probable Renter,1 Adult Kids,4,3+,8641
65+,A,150-174K,Unknown,Unknown,4,1,8642
55-64,B,Under 15K,Homeowner,2 Adults Kids,2,1,8643
45-54,A,250K+,Probable Renter,1 Adult Kids,4,3+,8644
65+,B,250K+,Probable Renter,2 Adults Kids,2,3+,8645
45-54,A,150-174K,Renter,Unknown,2,1,8646
65+,A,250K+,Renter,2 Adults No Kids,2,3+,8647
65+,B,125-149K,Probable Owner,Single Male,4,3+,8648
25-34,B,15-24K,Homeowner,2 Adults No Kids,5+,2,8649
25-34,A,75-99K,Renter,Single Female,4,2,8650
19-24,U,50-74K,Probable Owner,1 Adult Kids,3,3+,8651
55-64,U,Under 15K,Probable Owner,Unknown,2,2,8652
19-24,A,75-99K,Unknown,1 Adult Kids,2,3+,8653
55-64,A,35-49K,Unknown,Unknown,3,None/Unknown,8654
25-34,A,250K+,Homeowner,2 Adults Kids,5+,2,8655
45-54,B,150-174K,Renter,Single Female,3,1,8656
35-44,U,75-99K,Probable Renter,Single Female,1,None/Unknown,8657
45-54,U,35-49K,Unknown,Single Male,5+,1,8658
45-54,B,200-249K,Probable Owner,2 Adults Kids,1,2,8659
19-24,B,100-124K,Probable Renter,1 Adult Kids,3,None/Unknown,8660
55-64,U,100-124K,Probable Renter,2 Adults No Kids,5+,1,8661
19-24,B,Under 15K,Homeowner,Single Female,4,None/Unknown,8662
35-44,U,15-24K,Unknown,Unknown,1,None/Unknown,8663
65+,B,35-49K,Unknown,2 Adults Kids,1,1,8664
35-44,B,150-174K,Probable Owner,Unknown,3,None/Unknown,8665
35-44,A,150-174K,Probable Owner,1 Adult Kids,5+,1,8666
19-24,A,250K+,Unknown,2 Adults No Kids,3,2,8667
65+,B,50-74K,Probable Renter,Single Male,4,None/Unknown,8668
19-24,A,150-174K,Probable Renter,Unknown,4,None/Unknown,8669
19-24,B,175-199K,Probable Renter,Unknown,2,2,8670
65+,B,100-124K,Renter,2 Adults No Kids,2,1,8671
65+,U,100-124K,Renter,Unknown,2,3+,8672
25-34,U,125-149K,Probable Owner,Single Female,3,3+,8673
55-64,B,35-49K,Probable Renter,1 Adult Kids,3,None/Unknown,8674
65+,U,25-34K,Unknown,Single Male,2,None/Unknown,8675
65+,U,150-174K,Renter,Single Female,5+,3+,8676
45-54,U,100-124K,Probable Renter,Single Female,2,2,8677
19-24,U,Under 15K,Renter,2 Adults Kids,2,2,8678
19-24,U,15-24K,Unknown,2 Adults Kids,3,3+,8679
55-64,U,175-199K,Homeowner,Unknown,1,None/Unknown,8680
55-64,A,150-174K,Unknown,Single Male,1,None/Unknown,8681
19-24,A,250K+,Renter,Unknown,1,2,8682
19-24,A,50-74K,Renter,Single Female,3,None/Unknown,8683
45-54,A,250K+,Homeowner,1 Adult Kids,2,1,8684
35-44,B,125-149K,Probable Renter,Single Male,1,3+,8685
35-44,A,Under 15K,Probable Owner,Unknown,5+,3+,8686
65+,B,250K+,Renter,2 Adults No Kids,3,2,8687
65+,U,75-99K,Renter,Single Female,1,None/Unknown,8688
45-54,A,150-174K,Probable Owner,2 Adults No Kids,5+,2,8689
35-44,A,Under 15K,Probable Renter,Unknown,3,2,8690
35-44,A,175-199K,Probable Renter,1 Adult Kids,3,None/Unknown,8691
45-54,B,25-34K,Renter,2 Adults No Kids,1,2,8692
19-24,B,Under 15K,Probable Owner,Unknown,5+,3+,8693
19-24,A,Under 15K,Probable Owner,2 Adults Kids,1,2,8694
25-34,B,35-49K,Unknown,1 Adult Kids,3,3+,8695
25-34,B,Under 15K,Unknown,1 Adult Kids,5+,None/Unknown,8696
65+,B,25-34K,Homeowner,Single Male,5+,2,8697
25-34,B,250K+,Homeowner,Unknown,3,3+,8698
19-24,U,35-49K,Homeowner,Single Male,1,2,8699
55-64,U,200-249K,Probable Renter,Unknown,5+,None/Unknown,8700
35-44,A,25-34K,Homeowner,Unknown,5+,None/Unknown,8701
19-24,A,150-174K,Probable Owner,1 Adult Kids,1,2,8702
45-54,U,250K+,Homeowner,2 Adults No Kids,2,2,8703
55-64,B,25-34K,Unknown,Single Female,2,2,8704
55-64,A,200-249K,Probable Renter,1 Adult Kids,5+,3+,8705
45-54,A,35-49K,Probable Renter,Single Male,3,2,8706
55-64,A,15-24K,Unknown,Single Female,1,2,8707
45-54,A,25-34K,Probable Renter,1 Adult Kids,2,3+,8708
65+,B,50-74K,Renter,2 Adults Kids,1,3+,8709
55-64,B,50-74K,Homeowner,Unknown,5+,1,8710
65+,A,75-99K,Probable Renter,Single Male,4,2,8711
65+,A,15-24K,Probable Renter,Unknown,3,2,8712
45-54,B,175-199K,Probable Renter,2 Adults Kids,5+,None/Unknown,8713
65+,U,175-199K,Renter,1 Adult Kids,2,1,8714
35-44,B,75-99K,Homeowner,1 Adult Kids,5+,2,8715
35-44,B,35-49K,Renter,Unknown,4,None/Unknown,8716
65+,B,125-149K,Probable Owner,Single Female,5+,3+,8717
35-44,A,200-249K,Homeowner,Single Male,1,1,8718
55-64,B,200-249K,Probable Renter,Single Male,4,3+,8719
45-54,B,25-34K,Probable Owner,2 Adults Kids,3,3+,8720
45-54,A,25-34K,Probable Owner,Single Female,3,3+,8721
45-54,A,200-249K,Probable Owner,1 Adult Kids,1,1,8722
19-24,U,100-124K,Unknown,Single Female,3,None/Unknown,8723
55-64,U,125-149K,Probable Owner,Single Female,4,3+,8724
25-34,A,125-149K,Probable Renter,1 Adult Kids,1,3+,8725
35-44,U,15-24K,Probable Owner,Unknown,1,2,8726
19-24,U,125-149K,Unknown,Single Male,5+,2,8727
25-34,A,200-249K,Unknown,Unknown,2,2,8728
45-54,A,100-124K,Renter,Single Female,4,2,8729
35-44,U,35-49K,Probable Owner,Single Male,2,2,8730
55-64,B,15-24K,Unknown,1 Adult Kids,4,1,8731
19-24,B,35-49K,Homeowner,2 Adults Kids,3,2,8732
19-24,B,200-249K,Probable Owner,1 Adult Kids,2,3+,8733
45-54,U,100-124K,Probable Owner,2 Adults No Kids,4,None/Unknown,8734
35-44,U,50-74K,Unknown,2 Adults No Kids,5+,None/Unknown,8735
25-34,B,15-24K,Probable Renter,Unknown,1,3+,8736
25-34,A,Under 15K,Renter,Single Female,3,1,8737
25-34,U,25-34K,Probable Renter,2 Adults No Kids,2,None/Unknown,8738
65+,A,100-124K,Probable Renter,Unknown,3,None/Unknown,8739
55-64,U,25-34K,Renter,2 Adults No Kids,4,None/Unknown,8740
65+,B,25-34K,Renter,2 Adults No Kids,1,2,8741
25-34,U,15-24K,Probable Renter,1 Adult Kids,3,2,8742
25-34,B,25-34K,Renter,1 Adult Kids,1,None/Unknown,8743
25-34,A,200-249K,Homeowner,Single Male,1,None/Unknown,8744
45-54,U,250K+,Renter,Single Male,2,2,8745
55-64,B,Under 15K,Probable Owner,2 Adults No Kids,1,None/Unknown,8746
45-54,U,175-199K,Probable Renter,1 Adult Kids,5+,3+,8747
19-24,A,75-99K,Probable Renter,Single Female,5+,None/Unknown,8748
35-44,A,125-149K,Unknown,Single Male,4,1,8749
25-34,A,175-199K,Probable Renter,Single Male,4,3+,8750
65+,U,Under 15K,Probable Renter,Single Male,5+,2,8751
35-44,U,15-24K,Homeowner,2 Adults No Kids,4,3+,8752
19-24,B,50-74K,Probable Owner,Single Female,1,1,8753
45-54,B,125-149K,Renter,Unknown,3,3+,8754
19-24,A,35-49K,Homeowner,Single Male,2,2,8755
55-64,A,75-99K,Probable Renter,Single Male,3,2,8756
55-64,A,150-174K,Renter,2 Adults No Kids,5+,1,8757
65+,U,150-174K,Renter,Unknown,4,2,8758
19-24,A,25-34K,Homeowner,2 Adults Kids,4,1,8759
19-24,U,175-199K,Probable Owner,Unknown,3,1,8760
35-44,U,50-74K,Probable Owner,Unknown,5+,3+,8761
55-64,B,35-49K,Unknown,Single Male,2,1,8762
19-24,U,75-99K,Unknown,1 Adult Kids,5+,1,8763
19-24,U,Under 15K,Probable Owner,2 Adults Kids,1,None/Unknown,8764
25-34,U,25-34K,Unknown,Unknown,4,None/Unknown,8765
35-44,A,100-124K,Renter,2 Adults Kids,3,None/Unknown,8766
55-64,U,125-149K,Unknown,Unknown,5+,1,8767
19-24,U,35-49K,Renter,1 Adult Kids,2,2,8768
25-34,B,35-49K,Probable Owner,Single Female,3,1,8769
55-64,A,50-74K,Unknown,Single Female,5+,None/Unknown,8770
65+,B,150-174K,Renter,Unknown,2,1,8771
55-64,B,35-49K,Homeowner,Unknown,5+,2,8772
65+,B,75-99K,Unknown,2 Adults Kids,1,1,8773
45-54,U,125-149K,Homeowner,2 Adults Kids,1,None/Unknown,8774
19-24,A,250K+,Probable Owner,2 Adults Kids,3,1,8775
55-64,B,125-149K,Probable Renter,2 Adults No Kids,3,3+,8776
19-24,U,Under 15K,Homeowner,2 Adults Kids,5+,None/Unknown,8777
25-34,A,175-199K,Homeowner,2 Adults No Kids,5+,3+,8778
45-54,A,250K+,Renter,2 Adults Kids,4,None/Unknown,8779
65+,U,50-74K,Unknown,Unknown,5+,3+,8780
55-64,U,200-249K,Unknown,2 Adults Kids,3,1,8781
45-54,A,125-149K,Renter,Single Male,1,3+,8782
55-64,B,150-174K,Probable Owner,1 Adult Kids,5+,None/Unknown,8783
35-44,B,175-199K,Homeowner,Unknown,2,None/Unknown,8784
65+,U,15-24K,Unknown,Single Female,5+,2,8785
35-44,B,35-49K,Renter,2 Adults Kids,1,None/Unknown,8786
25-34,B,200-249K,Probable Renter,Single Female,2,1,8787
65+,U,50-74K,Renter,1 Adult Kids,2,2,8788
65+,A,35-49K,Unknown,Unknown,1,2,8789
55-64,A,Under 15K,Probable Renter,2 Adults Kids,1,1,8790
19-24,U,25-34K,Unknown,Unknown,4,2,8791
45-54,U,75-99K,Probable Renter,Single Male,4,1,8792
45-54,U,15-24K,Homeowner,Single Male,5+,1,8793
35-44,U,100-124K,Probable Owner,2 Adults No Kids,3,2,8794
19-24,U,25-34K,Probable Renter,Single Male,1,3+,8795
45-54,A,75-99K,Homeowner,Unknown,2,1,8796
65+,A,150-174K,Probable Renter,1 Adult Kids,4,1,8797
35-44,B,100-124K,Unknown,2 Adults No Kids,4,None/Unknown,8798
35-44,B,Under 15K,Homeowner,2 Adults Kids,1,3+,8799
35-44,A,75-99K,Unknown,2 Adults No Kids,4,3+,8800
35-44,B,200-249K,Probable Owner,Single Female,1,2,8801
25-34,U,35-49K,Renter,Single Male,5+,2,8802
55-64,U,125-149K,Probable Owner,Single Male,3,None/Unknown,8803
25-34,B,150-174K,Renter,1 Adult Kids,1,None/Unknown,8804
55-64,A,75-99K,Unknown,Single Male,1,3+,8805
25-34,U,50-74K,Probable Owner,Single Female,1,None/Unknown,8806
65+,U,125-149K,Unknown,1 Adult Kids,1,1,8807
65+,B,250K+,Probable Renter,Single Female,5+,1,8808
45-54,B,15-24K,Homeowner,2 Adults Kids,3,1,8809
25-34,A,250K+,Probable Owner,2 Adults Kids,1,3+,8810
55-64,B,25-34K,Unknown,2 Adults Kids,3,1,8811
35-44,U,75-99K,Probable Owner,1 Adult Kids,2,1,8812
45-54,U,100-124K,Probable Renter,Single Female,3,2,8813
35-44,B,50-74K,Unknown,Single Male,5+,2,8814
25-34,B,200-249K,Unknown,Unknown,1,1,8815
55-64,U,175-199K,Homeowner,2 Adults Kids,5+,3+,8816
55-64,B,25-34K,Probable Owner,2 Adults No Kids,2,2,8817
55-64,A,175-199K,Unknown,2 Adults No Kids,3,2,8818
25-34,A,175-199K,Homeowner,Unknown,1,3+,8819
19-24,B,25-34K,Unknown,2 Adults No Kids,5+,1,8820
45-54,B,75-99K,Renter,1 Adult Kids,2,1,8821
25-34,A,75-99K,Probable Owner,2 Adults No Kids,2,3+,8822
25-34,U,75-99K,Renter,Single Male,3,1,8823
25-34,U,25-34K,Unknown,1 Adult Kids,1,None/Unknown,8824
65+,B,200-249K,Renter,Single Female,4,2,8825
45-54,A,175-199K,Renter,Single Male,1,None/Unknown,8826
55-64,U,250K+,Probable Owner,2 Adults Kids,2,3+,8827
65+,A,Under 15K,Renter,Unknown,2,None/Unknown,8828
19-24,U,25-34K,Homeowner,2 Adults No Kids,4,2,8829
35-44,B,35-49K,Homeowner,2 Adults No Kids,3,None/Unknown,8830
19-24,B,250K+,Probable Renter,Single Male,3,1,8831
19-24,U,175-199K,Renter,Single Female,3,1,8832
65+,U,Under 15K,Unknown,Single Male,2,1,8833
35-44,U,75-99K,Probable Renter,2 Adults No Kids,3,1,8834
25-34,A,175-199K,Renter,1 Adult Kids,1,2,8835
25-34,B,Under 15K,Homeowner,1 Adult Kids,2,1,8836
35-44,B,125-149K,Probable Owner,Unknown,4,3+,8837
35-44,U,175-199K,Homeowner,Unknown,1,1,8838
19-24,B,25-34K,Unknown,Single Male,1,3+,8839
65+,A,200-249K,Probable Renter,Single Female,5+,2,8840
45-54,A,100-124K,Probable Owner,Single Female,1,None/Unknown,8841
25-34,U,150-174K,Homeowner,2 Adults No Kids,3,3+,8842
55-64,A,75-99K,Renter,Single Male,1,3+,8843
45-54,A,250K+,Probable Renter,1 Adult Kids,5+,2,8844
25-34,B,250K+,Unknown,Single Female,1,3+,8845
25-34,A,200-249K,Renter,1 Adult Kids,3,None/Unknown,8846
25-34,A,25-34K,Probable Renter,Single Male,5+,2,8847
25-34,A,125-149K,Renter,Single Male,4,3+,8848
65+,B,35-49K,Renter,Unknown,5+,None/Unknown,8849
45-54,U,175-199K,Probable Renter,2 Adults Kids,3,None/Unknown,8850
55-64,U,250K+,Renter,Unknown,4,1,8851
55-64,A,75-99K,Renter,2 Adults Kids,3,None/Unknown,8852
45-54,B,15-24K,Probable Renter,Single Female,3,1,8853
45-54,U,175-199K,Probable Renter,2 Adults No Kids,3,1,8854
35-44,A,250K+,Renter,2 Adults Kids,3,1,8855
55-64,A,250K+,Probable Owner,1 Adult Kids,2,None/Unknown,8856
45-54,A,25-34K,Probable Owner,Single Female,2,1,8857
35-44,U,75-99K,Probable Renter,2 Adults Kids,2,2,8858
19-24,U,25-34K,Probable Owner,Single Male,5+,1,8859
25-34,A,250K+,Renter,Unknown,4,2,8860
35-44,B,75-99K,Renter,Single Male,5+,None/Unknown,8861
45-54,A,100-124K,Probable Owner,2 Adults Kids,2,1,8862
25-34,B,175-199K,Renter,Single Male,2,2,8863
19-24,U,150-174K,Renter,Single Female,1,None/Unknown,8864
25-34,B,Under 15K,Probable Renter,2 Adults No Kids,1,None/Unknown,8865
65+,A,175-199K,Probable Owner,Unknown,4,3+,8866
19-24,U,100-124K,Probable Renter,Unknown,3,2,8867
35-44,A,175-199K,Homeowner,2 Adults No Kids,3,1,8868
65+,B,25-34K,Unknown,2 Adults No Kids,5+,1,8869
35-44,U,100-124K,Probable Renter,2 Adults Kids,3,3+,8870
19-24,A,125-149K,Unknown,2 Adults No Kids,2,3+,8871
25-34,U,25-34K,Probable Owner,1 Adult Kids,1,2,8872
45-54,U,150-174K,Homeowner,2 Adults Kids,1,2,8873
19-24,A,250K+,Homeowner,1 Adult Kids,2,None/Unknown,8874
25-34,B,250K+,Probable Owner,Unknown,1,None/Unknown,8875
45-54,B,200-249K,Probable Renter,Unknown,2,3+,8876
35-44,U,175-199K,Probable Owner,Unknown,4,2,8877
19-24,B,175-199K,Probable Owner,2 Adults No Kids,3,1,8878
19-24,B,Under 15K,Unknown,Single Female,1,None/Unknown,8879
19-24,B,175-199K,Unknown,Unknown,4,3+,8880
19-24,U,35-49K,Unknown,Single Male,5+,None/Unknown,8881
35-44,B,100-124K,Probable Renter,Single Female,4,2,8882
19-24,U,150-174K,Homeowner,Unknown,5+,None/Unknown,8883
35-44,B,175-199K,Homeowner,Unknown,5+,None/Unknown,8884
65+,B,125-149K,Renter,2 Adults No Kids,1,3+,8885
55-64,A,15-24K,Renter,Single Male,5+,3+,8886
65+,B,175-199K,Renter,1 Adult Kids,1,3+,8887
45-54,U,100-124K,Probable Renter,Unknown,5+,1,8888
65+,U,25-34K,Probable Owner,Single Male,5+,1,8889
19-24,U,175-199K,Probable Renter,Single Female,1,None/Unknown,8890
25-34,U,15-24K,Homeowner,Unknown,3,2,8891
45-54,B,75-99K,Renter,Single Male,2,None/Unknown,8892
55-64,U,50-74K,Unknown,Single Female,2,3+,8893
25-34,A,75-99K,Probable Owner,2 Adults Kids,4,1,8894
45-54,U,250K+,Homeowner,Unknown,2,1,8895
45-54,U,175-199K,Probable Renter,Single Female,1,1,8896
35-44,A,200-249K,Renter,1 Adult Kids,2,None/Unknown,8897
25-34,A,175-199K,Homeowner,Single Female,3,2,8898
19-24,A,35-49K,Unknown,2 Adults No Kids,1,2,8899
65+,A,250K+,Probable Owner,Unknown,2,1,8900
25-34,U,15-24K,Homeowner,2 Adults Kids,5+,None/Unknown,8901
35-44,A,15-24K,Probable Renter,Unknown,1,3+,8902
35-44,U,175-199K,Probable Renter,1 Adult Kids,1,3+,8903
19-24,B,50-74K,Homeowner,Single Female,2,None/Unknown,8904
45-54,A,125-149K,Probable Owner,Unknown,5+,2,8905
45-54,A,15-24K,Probable Renter,Single Female,3,2,8906
55-64,A,175-199K,Probable Renter,2 Adults Kids,3,2,8907
35-44,B,15-24K,Probable Owner,1 Adult Kids,5+,2,8908
35-44,A,75-99K,Probable Owner,2 Adults Kids,5+,3+,8909
25-34,U,75-99K,Unknown,2 Adults Kids,3,3+,8910
35-44,U,125-149K,Homeowner,2 Adults No Kids,1,3+,8911
35-44,A,125-149K,Probable Renter,Unknown,3,1,8912
25-34,A,50-74K,Renter,2 Adults Kids,4,3+,8913
19-24,A,75-99K,Renter,Single Female,5+,3+,8914
65+,U,100-124K,Renter,Single Male,2,3+,8915
19-24,A,150-174K,Renter,Unknown,1,2,8916
45-54,U,175-199K,Probable Owner,Single Male,4,1,8917
45-54,U,175-199K,Homeowner,2 Adults Kids,1,None/Unknown,8918
25-34,A,175-199K,Unknown,Unknown,4,2,8919
19-24,A,50-74K,Homeowner,Single Female,3,None/Unknown,8920
45-54,B,50-74K,Probable Owner,1 Adult Kids,1,None/Unknown,8921
19-24,B,Under 15K,Unknown,Single Female,4,None/Unknown,8922
35-44,U,50-74K,Probable Renter,1 Adult Kids,4,3+,8923
65+,B,250K+,Probable Renter,Single Female,2,None/Unknown,8924
65+,A,200-249K,Probable Owner,Unknown,3,1,8925
55-64,A,35-49K,Renter,Single Female,3,3+,8926
55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,3+,8927
19-24,B,25-34K,Renter,1 Adult Kids,2,None/Unknown,8928
65+,A,25-34K,Renter,Single Female,4,None/Unknown,8929
65+,A,Under 15K,Renter,Single Male,3,1,8930
19-24,U,125-149K,Homeowner,Single Female,2,1,8931
55-64,A,15-24K,Probable Owner,2 Adults No Kids,3,1,8932
45-54,A,50-74K,Unknown,Single Male,2,3+,8933
55-64,B,35-49K,Probable Owner,Unknown,2,2,8934
19-24,B,15-24K,Probable Renter,Single Female,3,2,8935
45-54,A,125-149K,Homeowner,Single Female,5+,1,8936
25-34,U,125-149K,Renter,1 Adult Kids,4,3+,8937
45-54,U,Under 15K,Renter,Single Female,2,None/Unknown,8938
45-54,U,50-74K,Probable Owner,Unknown,3,None/Unknown,8939
65+,U,25-34K,Renter,Single Female,4,2,8940
25-34,A,25-34K,Probable Renter,Single Female,2,1,8941
45-54,B,125-149K,Renter,Unknown,4,3+,8942
45-54,B,15-24K,Probable Owner,2 Adults No Kids,2,1,8943
45-54,A,75-99K,Probable Owner,Single Female,1,2,8944
65+,U,Under 15K,Homeowner,2 Adults Kids,3,3+,8945
19-24,B,Under 15K,Homeowner,2 Adults Kids,3,None/Unknown,8946
19-24,U,125-149K,Probable Renter,Single Male,3,3+,8947
35-44,B,175-199K,Homeowner,2 Adults Kids,1,2,8948
19-24,U,150-174K,Probable Renter,2 Adults No Kids,5+,3+,8949
35-44,U,75-99K,Probable Renter,2 Adults Kids,3,None/Unknown,8950
35-44,B,15-24K,Unknown,Single Male,3,2,8951
19-24,U,Under 15K,Probable Renter,Unknown,3,2,8952
25-34,U,175-199K,Probable Owner,Single Female,5+,3+,8953
65+,B,75-99K,Renter,1 Adult Kids,2,None/Unknown,8954
35-44,B,125-149K,Probable Owner,2 Adults No Kids,4,1,8955
35-44,U,150-174K,Probable Owner,2 Adults Kids,4,2,8956
65+,B,175-199K,Probable Renter,1 Adult Kids,2,None/Unknown,8957
19-24,A,Under 15K,Probable Owner,2 Adults No Kids,5+,2,8958
19-24,U,250K+,Probable Renter,2 Adults Kids,1,2,8959
55-64,A,175-199K,Probable Owner,Single Female,2,None/Unknown,8960
45-54,U,15-24K,Renter,Unknown,1,3+,8961
45-54,B,50-74K,Homeowner,Unknown,2,3+,8962
25-34,A,25-34K,Homeowner,Unknown,2,3+,8963
45-54,B,150-174K,Probable Owner,Single Female,4,2,8964
45-54,B,100-124K,Probable Renter,Single Female,4,2,8965
25-34,B,Under 15K,Probable Owner,2 Adults No Kids,5+,1,8966
55-64,A,100-124K,Renter,2 Adults No Kids,5+,3+,8967
45-54,B,100-124K,Probable Renter,Unknown,2,None/Unknown,8968
35-44,B,Under 15K,Probable Owner,2 Adults No Kids,3,1,8969
35-44,A,Under 15K,Homeowner,2 Adults Kids,1,2,8970
35-44,U,75-99K,Probable Owner,2 Adults Kids,3,None/Unknown,8971
45-54,U,Under 15K,Homeowner,Single Female,3,None/Unknown,8972
55-64,B,Under 15K,Probable Owner,Single Female,1,2,8973
55-64,B,50-74K,Probable Renter,2 Adults Kids,3,None/Unknown,8974
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,2,8975
45-54,B,200-249K,Renter,Unknown,5+,None/Unknown,8976
19-24,U,75-99K,Unknown,1 Adult Kids,5+,1,8977
25-34,B,100-124K,Renter,Unknown,4,2,8978
45-54,B,200-249K,Unknown,2 Adults No Kids,1,1,8979
55-64,A,200-249K,Unknown,2 Adults No Kids,3,None/Unknown,8980
65+,U,150-174K,Renter,Single Male,5+,1,8981
55-64,B,75-99K,Probable Renter,1 Adult Kids,3,None/Unknown,8982
45-54,B,150-174K,Homeowner,Single Male,3,None/Unknown,8983
65+,B,75-99K,Probable Owner,1 Adult Kids,2,2,8984
55-64,U,125-149K,Probable Owner,Single Female,1,None/Unknown,8985
25-34,B,100-124K,Probable Owner,Single Male,2,1,8986
55-64,U,250K+,Probable Owner,2 Adults No Kids,2,1,8987
55-64,A,200-249K,Probable Renter,Single Male,5+,1,8988
55-64,A,175-199K,Probable Renter,Single Male,5+,None/Unknown,8989
45-54,B,25-34K,Probable Owner,2 Adults No Kids,5+,3+,8990
45-54,U,15-24K,Probable Renter,Single Male,1,1,8991
45-54,B,200-249K,Homeowner,Unknown,1,None/Unknown,8992
55-64,U,200-249K,Unknown,2 Adults No Kids,4,2,8993
65+,A,125-149K,Renter,Single Female,2,1,8994
65+,B,50-74K,Probable Owner,Unknown,4,None/Unknown,8995
25-34,B,50-74K,Unknown,Unknown,5+,1,8996
65+,U,100-124K,Renter,2 Adults Kids,5+,2,8997
65+,U,75-99K,Probable Owner,Single Female,4,2,8998
35-44,A,200-249K,Renter,Single Female,4,1,8999
35-44,B,25-34K,Homeowner,Single Male,1,1,9000
35-44,B,150-174K,Renter,Unknown,3,1,9001
19-24,B,250K+,Homeowner,1 Adult Kids,1,None/Unknown,9002
35-44,A,125-149K,Unknown,Single Female,3,None/Unknown,9003
55-64,U,50-74K,Probable Renter,2 Adults Kids,3,3+,9004
25-34,B,25-34K,Probable Owner,1 Adult Kids,2,3+,9005
65+,A,175-199K,Probable Owner,Single Male,1,3+,9006
25-34,U,150-174K,Probable Owner,2 Adults Kids,1,3+,9007
55-64,A,125-149K,Homeowner,2 Adults Kids,2,None/Unknown,9008
19-24,U,150-174K,Unknown,Single Male,4,2,9009
45-54,A,100-124K,Homeowner,1 Adult Kids,3,2,9010
45-54,U,100-124K,Probable Owner,Single Female,2,1,9011
19-24,A,150-174K,Probable Owner,Unknown,3,2,9012
25-34,A,Under 15K,Probable Renter,2 Adults No Kids,4,3+,9013
55-64,B,175-199K,Unknown,Single Male,5+,1,9014
65+,B,25-34K,Homeowner,Unknown,1,3+,9015
55-64,B,100-124K,Homeowner,2 Adults No Kids,4,None/Unknown,9016
45-54,A,175-199K,Unknown,2 Adults No Kids,2,3+,9017
25-34,B,250K+,Renter,2 Adults No Kids,5+,None/Unknown,9018
65+,B,150-174K,Homeowner,Single Male,5+,1,9019
55-64,A,100-124K,Unknown,Single Female,4,3+,9020
25-34,A,25-34K,Probable Owner,Single Male,4,3+,9021
