DESCRIPTION,CAMPAIGN,START_DAY,END_DAY
T04189,19,223,262
T04190,20,13,57
T04191,21,120,152
T04192,22,593,652
T04193,23,536,579
T04194,24,39,66
T04195,25,464,511
T04196,26,271,302
T04197,27,383,427
T04198,28,652,712
T04199,29,417,473
T04200,30,478,519
T04201,1,694,721
T04202,2,122,154
T04203,3,124,182
T04204,4,214,271
T04205,5,103,162
T04206,6,625,650
T04207,7,633,685
T04208,8,215,240
T04209,9,182,242
T04210,10,233,284
T04211,11,307,352
T04212,12,682,730
T04213,13,37,53
T04214,14,51,87
T04215,15,31,72
T04216,16,449,470
T04217,17,370,408
T04218,18,675,714
T04219,19,216,254
T04220,20,546,604
T04221,21,335,376
T04222,22,530,577
T04223,23,681,698
T04224,24,65,81
T04225,25,593,647
T04226,26,621,673
T04227,27,504,531
T04228,28,270,318
T04229,29,692,717
T04230,30,635,652
T04231,1,284,321
T04232,2,11,48
T04233,3,505,532
T04234,4,131,171
T04235,5,649,688
T04236,6,204,221
T04237,7,368,408
T04238,8,156,213
T04239,9,366,417
T04240,10,454,477
T04241,11,133,160
T04242,12,489,504
T04243,13,595,615
T04244,14,276,309
T04245,15,164,220
T04246,16,666,714
T04247,17,529,559
T04248,18,345,393
T04249,19,217,236
T04250,20,439,453
T04251,21,296,348
T04252,22,398,454
T04253,23,41,94
T04254,24,112,138
T04255,25,210,224
T04256,26,507,550
T04257,27,176,215
T04258,28,141,193
T04259,29,151,197
T04260,30,468,504
T04261,1,56,88
T04262,2,367,395
T04263,3,151,209
T04264,4,543,565
T04265,5,310,358
T04266,6,380,437
T04267,7,525,542
T04268,8,143,202
T04269,9,335,378
T04270,10,415,468
T04271,11,597,655
T04272,12,568,605
T04273,13,525,576
T04274,14,197,249
T04275,15,489,512
T04276,16,355,375
T04277,17,30,78
T04278,18,613,653
T04279,19,448,481
T04280,20,89,132
T04281,21,174,222
T04282,22,562,596
T04283,23,379,398
T04284,24,547,597
T04285,25,377,432
T04286,26,336,364
T04287,27,613,644
T04288,28,355,381
T04289,29,284,320
T04290,30,173,200
T04291,1,538,575
T04292,2,174,195
T04293,3,301,341
T04294,4,128,146
T04295,5,82,99
T04296,6,378,414
T04297,7,610,669
T04298,8,474,524
T04299,9,288,313
T04300,10,176,205
T04301,11,283,303
T04302,12,252,275
T04303,13,314,338
T04304,14,424,482
T04305,15,169,215
T04306,16,630,690
T04307,17,552,604
T04308,18,218,256
T04309,19,326,347
T04310,20,631,667
T04311,21,423,457
T04312,22,284,320
T04313,23,418,432
T04314,24,232,268
T04315,25,414,452
T04316,26,126,179
T04317,27,505,531
T04318,28,590,650
T04319,29,638,676
T04320,30,268,286
T04321,1,491,530
T04322,2,673,727
T04323,3,681,716
T04324,4,479,493
T04325,5,496,538
T04326,6,609,639
T04327,7,596,616
T04328,8,177,191
T04329,9,52,78
T04330,10,134,171
T04331,11,525,580
T04332,12,390,428
T04333,13,200,244
T04334,14,32,57
T04335,15,82,122
T04336,16,579,638
T04337,17,531,575
T04338,18,29,79
T04339,19,67,90
T04340,20,446,486
T04341,21,474,495
T04342,22,486,513
T04343,23,567,589
T04344,24,221,248
T04345,25,483,535
T04346,26,503,523
T04347,27,219,234
T04348,28,164,218
T04349,29,494,512
T04350,30,682,718
T04351,1,91,118
T04352,2,224,247
T04353,3,443,494
T04354,4,41,60
T04355,5,557,602
T04356,6,643,669
T04357,7,431,460
T04358,8,510,548
T04359,9,184,228
T04360,10,306,330
T04361,11,49,97
T04362,12,410,427
T04363,13,39,64
T04364,14,105,158
T04365,15,114,137
T04366,16,699,732
T04367,17,80,119
T04368,18,660,692
T04369,19,278,333
T04370,20,467,520
T04371,21,419,466
T04372,22,551,575
T04373,23,263,311
T04374,24,615,644
T04375,25,136,162
T04376,26,649,668
T04377,27,459,513
T04378,28,267,315
T04379,29,309,366
T04380,30,517,561
T04381,1,270,291
T04382,2,384,407
T04383,3,14,41
T04384,4,99,132
T04385,5,476,513
T04386,6,317,374
T04387,7,530,577
T04388,8,26,64
T04389,9,88,132
T04390,10,312,357
T04391,11,252,298
T04392,12,245,284
T04393,13,435,488
T04394,14,292,337
T04395,15,116,162
T04396,16,215,247
T04397,17,288,341
T04398,18,627,674
T04399,19,362,400
T04400,20,302,345
T04401,21,159,195
T04402,22,376,405
T04403,23,435,469
T04404,24,378,412
T04405,25,401,415
T04406,26,349,400
T04407,27,182,208
T04408,28,207,254
T04409,29,595,617
T04410,30,328,348
T04411,1,430,481
T04412,2,126,154
T04413,3,645,660
T04414,4,427,475
T04415,5,232,252
T04416,6,648,673
T04417,7,609,631
T04418,8,538,573
T04419,9,36,65
T04420,10,262,281
T04421,11,198,233
T04422,12,630,646
T04423,13,512,528
T04424,14,401,444
T04425,15,89,125
T04426,16,90,124
T04427,17,162,199
T04428,18,563,623
T04429,19,394,419
T04430,20,116,161
T04431,21,40,54
T04432,22,518,562
T04433,23,520,538
T04434,24,199,224
T04435,25,627,678
T04436,26,82,102
T04437,27,113,134
T04438,28,548,606
T04439,29,183,238
T04440,30,472,524
T04441,1,558,617
T04442,2,312,329
T04443,3,377,432
T04444,4,514,536
T04445,5,504,532
T04446,6,287,324
T04447,7,617,670
T04448,8,536,574
T04449,9,364,423
T04450,10,637,686
T04451,11,598,646
T04452,12,598,623
T04453,13,689,706
T04454,14,561,597
T04455,15,537,562
T04456,16,275,309
T04457,17,341,355
T04458,18,193,247
T04459,19,97,138
T04460,20,243,259
T04461,21,496,556
T04462,22,243,270
T04463,23,355,407
T04464,24,602,650
T04465,25,332,375
T04466,26,641,677
T04467,27,75,97
T04468,28,181,241
T04469,29,358,384
T04470,30,507,547
T04471,1,658,709
T04472,2,529,562
T04473,3,535,558
T04474,4,564,587
T04475,5,689,719
T04476,6,93,110
T04477,7,280,302
T04478,8,17,73
T04479,9,458,477
T04480,10,662,678
T04481,11,90,144
T04482,12,355,395
T04483,13,227,255
T04484,14,595,615
T04485,15,536,552
T04486,16,647,691
T04487,17,357,415
T04488,18,642,687
T04489,19,391,446
T04490,20,285,317
T04491,21,636,663
T04492,22,679,704
T04493,23,150,200
T04494,24,201,227
T04495,25,34,90
T04496,26,512,545
T04497,27,167,193
T04498,28,153,202
T04499,29,620,649
T04500,30,92,150
T04501,1,41,74
T04502,2,588,637
T04503,3,555,572
T04504,4,430,480
T04505,5,306,337
T04506,6,38,78
T04507,7,207,250
T04508,8,142,160
T04509,9,679,706
T04510,10,443,484
T04511,11,121,158
T04512,12,621,646
T04513,13,576,600
T04514,14,186,217
T04515,15,603,644
T04516,16,252,299
T04517,17,166,203
T04518,18,387,439
T04519,19,452,472
T04520,20,428,480
T04521,21,621,640
T04522,22,465,499
T04523,23,377,433
T04524,24,299,318
T04525,25,249,276
T04526,26,33,79
T04527,27,111,148
T04528,28,693,711
T04529,29,71,126
T04530,30,234,249
T04531,1,40,59
T04532,2,42,77
T04533,3,566,620
T04534,4,602,662
T04535,5,614,635
T04536,6,111,141
T04537,7,262,290
T04538,8,307,361
T04539,9,141,171
T04540,10,590,646
T04541,11,279,297
T04542,12,346,384
T04543,13,127,153
T04544,14,370,403
T04545,15,394,432
T04546,16,202,252
T04547,17,17,59
T04548,18,200,246
T04549,19,472,507
T04550,20,446,480
T04551,21,693,733
T04552,22,124,174
T04553,23,75,94
T04554,24,177,229
T04555,25,302,357
T04556,26,647,706
T04557,27,591,605
T04558,28,304,320
T04559,29,74,97
T04560,30,491,513
T04561,1,314,371
T04562,2,115,168
T04563,3,506,542
T04564,4,31,54
T04565,5,522,571
T04566,6,690,733
T04567,7,203,232
T04568,8,567,585
T04569,9,456,486
T04570,10,358,391
T04571,11,632,680
T04572,12,363,403
T04573,13,185,228
T04574,14,366,408
T04575,15,486,528
T04576,16,683,726
T04577,17,567,593
T04578,18,173,191
T04579,19,654,701
T04580,20,396,438
T04581,21,209,236
T04582,22,455,478
T04583,23,389,423
T04584,24,443,500
T04585,25,540,566
T04586,26,463,487
T04587,27,56,73
T04588,28,296,330
T04589,29,67,106
T04590,30,379,415
T04591,1,627,645
T04592,2,336,354
T04593,3,481,538
T04594,4,555,615
T04595,5,150,192
T04596,6,238,266
T04597,7,348,365
T04598,8,192,213
T04599,9,314,338
T04600,10,103,148
T04601,11,138,157
T04602,12,632,684
T04603,13,535,587
T04604,14,535,557
T04605,15,226,284
T04606,16,454,476
T04607,17,156,186
T04608,18,136,182
T04609,19,146,172
T04610,20,301,331
T04611,21,146,199
T04612,22,698,715
T04613,23,450,471
T04614,24,179,202
T04615,25,245,260
T04616,26,161,196
T04617,27,220,276
T04618,28,13,27
T04619,29,481,504
T04620,30,231,254
T04621,1,292,340
T04622,2,656,687
T04623,3,276,306
T04624,4,285,302
T04625,5,348,368
T04626,6,203,259
T04627,7,459,491
T04628,8,648,696
T04629,9,552,594
T04630,10,58,94
T04631,11,346,376
T04632,12,542,556
T04633,13,47,83
T04634,14,480,505
T04635,15,337,360
T04636,16,589,644
T04637,17,260,293
T04638,18,631,659
T04639,19,54,104
T04640,20,584,631
T04641,21,166,192
T04642,22,202,262
T04643,23,144,163
T04644,24,358,385
T04645,25,682,706
T04646,26,531,556
T04647,27,222,251
T04648,28,156,173
T04649,29,87,133
T04650,30,426,485
T04651,1,111,149
T04652,2,176,215
T04653,3,655,687
T04654,4,360,398
T04655,5,56,107
T04656,6,527,543
T04657,7,469,516
T04658,8,452,474
T04659,9,667,686
T04660,10,66,94
T04661,11,672,721
T04662,12,310,355
T04663,13,650,667
T04664,14,315,332
T04665,15,187,211
T04666,16,500,530
T04667,17,635,661
T04668,18,10,67
T04669,19,55,113
T04670,20,235,281
T04671,21,681,705
T04672,22,632,692
T04673,23,378,415
T04674,24,232,270
T04675,25,667,695
T04676,26,82,118
T04677,27,474,529
T04678,28,242,285
T04679,29,45,73
T04680,30,570,629
T04681,1,549,584
T04682,2,462,504
T04683,3,132,187
T04684,4,427,441
T04685,5,210,237
T04686,6,194,232
T04687,7,28,69
T04688,8,199,235
T04689,9,592,642
T04690,10,643,694
T04691,11,620,635
T04692,12,393,435
T04693,13,655,669
T04694,14,140,168
T04695,15,104,147
T04696,16,339,355
T04697,17,540,560
T04698,18,17,51
T04699,19,251,286
T04700,20,139,159
T04701,21,445,470
T04702,22,132,182
T04703,23,418,454
T04704,24,136,160
T04705,25,107,128
T04706,26,588,635
T04707,27,429,462
T04708,28,278,322
T04709,29,86,112
T04710,30,234,265
T04711,1,87,134
T04712,2,112,136
T04713,3,615,635
T04714,4,386,434
T04715,5,412,429
T04716,6,388,413
T04717,7,333,360
T04718,8,428,488
T04719,9,74,101
T04720,10,680,727
T04721,11,99,146
T04722,12,277,323
T04723,13,464,511
T04724,14,389,434
T04725,15,482,525
T04726,16,76,94
T04727,17,31,82
T04728,18,46,103
T04729,19,600,629
T04730,20,204,259
T04731,21,166,180
T04732,22,464,518
T04733,23,408,433
T04734,24,373,417
T04735,25,219,238
T04736,26,396,448
T04737,27,380,421
T04738,28,155,204
T04739,29,330,380
T04740,30,677,735
T04741,1,86,125
T04742,2,628,646
T04743,3,368,416
T04744,4,671,694
T04745,5,28,81
T04746,6,95,110
T04747,7,12,41
T04748,8,439,480
T04749,9,479,513
T04750,10,550,566
T04751,11,650,698
T04752,12,186,230
T04753,13,236,264
T04754,14,502,545
T04755,15,610,663
T04756,16,462,519
T04757,17,656,709
T04758,18,210,228
T04759,19,355,402
T04760,20,632,692
T04761,21,195,234
T04762,22,333,377
T04763,23,292,347
T04764,24,530,565
T04765,25,525,564
T04766,26,534,569
T04767,27,554,598
T04768,28,234,289
T04769,29,190,227
T04770,30,488,520
T04771,1,318,346
T04772,2,228,276
T04773,3,480,538
T04774,4,159,185
T04775,5,258,278
T04776,6,260,283
T04777,7,608,635
T04778,8,591,644
T04779,9,686,706
T04780,10,82,132
T04781,11,432,492
T04782,12,514,573
T04783,13,429,454
T04784,14,116,136
T04785,15,244,289
T04786,16,373,425
T04787,17,439,471
T04788,18,513,561
T04789,19,463,488
T04790,20,35,73
T04791,21,509,561
T04792,22,477,533
T04793,23,172,198
T04794,24,576,608
T04795,25,157,203
T04796,26,84,130
T04797,27,178,217
T04798,28,604,659
T04799,29,374,431
T04800,30,296,347
T04801,1,20,37
T04802,2,77,92
T04803,3,231,278
T04804,4,15,35
T04805,5,184,204
T04806,6,577,599
T04807,7,264,318
T04808,8,297,336
T04809,9,214,240
T04810,10,61,85
T04811,11,586,628
T04812,12,234,284
T04813,13,595,630
T04814,14,601,651
T04815,15,644,702
T04816,16,158,203
T04817,17,313,329
T04818,18,206,234
T04819,19,622,646
T04820,20,75,103
T04821,21,156,203
T04822,22,214,266
T04823,23,691,707
T04824,24,421,479
T04825,25,545,575
T04826,26,41,58
T04827,27,327,346
T04828,28,335,373
T04829,29,210,260
T04830,30,225,262
T04831,1,128,157
T04832,2,2,30
T04833,3,623,675
T04834,4,314,364
T04835,5,143,203
T04836,6,44,102
T04837,7,69,95
T04838,8,193,248
T04839,9,52,79
T04840,10,318,341
T04841,11,174,222
T04842,12,588,638
T04843,13,343,401
T04844,14,97,146
T04845,15,678,702
T04846,16,297,325
T04847,17,129,166
T04848,18,394,429
T04849,19,16,75
T04850,20,589,621
T04851,21,563,595
T04852,22,420,478
T04853,23,683,715
T04854,24,369,406
T04855,25,432,483
T04856,26,606,665
T04857,27,8,35
T04858,28,200,239
T04859,29,360,391
T04860,30,326,355
T04861,1,128,182
T04862,2,350,394
T04863,3,315,344
T04864,4,308,351
T04865,5,606,650
T04866,6,380,420
T04867,7,302,356
T04868,8,252,275
T04869,9,487,514
T04870,10,202,225
T04871,11,598,651
T04872,12,613,651
T04873,13,57,88
T04874,14,247,272
T04875,15,62,117
T04876,16,434,455
T04877,17,93,116
T04878,18,124,167
T04879,19,10,41
T04880,20,219,263
T04881,21,588,628
T04882,22,359,374
T04883,23,572,604
T04884,24,205,231
T04885,25,474,496
T04886,26,257,277
T04887,27,666,708
T04888,28,315,366
T04889,29,45,98
T04890,30,452,501
T04891,1,167,211
T04892,2,422,474
T04893,3,558,578
T04894,4,493,550
T04895,5,115,171
T04896,6,429,461
T04897,7,149,166
T04898,8,671,731
T04899,9,498,528
T04900,10,232,275
T04901,11,324,381
T04902,12,75,131
T04903,13,472,516
T04904,14,503,549
T04905,15,314,336
T04906,16,375,396
T04907,17,46,104
T04908,18,573,592
T04909,19,444,479
T04910,20,667,713
T04911,21,560,604
T04912,22,573,615
T04913,23,79,97
T04914,24,585,624
T04915,25,489,519
T04916,26,682,727
T04917,27,465,500
T04918,28,222,241
T04919,29,393,416
T04920,30,680,723
T04921,1,629,673
T04922,2,44,85
T04923,3,389,439
T04924,4,631,683
T04925,5,379,415
T04926,6,87,122
T04927,7,293,310
T04928,8,254,277
T04929,9,565,618
T04930,10,153,194
T04931,11,154,186
T04932,12,465,500
T04933,13,247,287
T04934,14,421,460
T04935,15,574,631
T04936,16,9,33
T04937,17,571,624
T04938,18,315,355
T04939,19,104,162
T04940,20,295,332
T04941,21,325,356
T04942,22,381,399
T04943,23,115,175
T04944,24,499,534
T04945,25,326,377
T04946,26,377,423
T04947,27,222,272
T04948,28,682,729
T04949,29,156,175
T04950,30,358,400
T04951,1,17,68
T04952,2,370,424
T04953,3,432,465
T04954,4,392,414
T04955,5,622,658
T04956,6,413,455
T04957,7,189,216
T04958,8,4,50
T04959,9,336,370
T04960,10,283,338
T04961,11,302,330
T04962,12,422,455
T04963,13,288,339
T04964,14,232,276
T04965,15,314,358
T04966,16,593,607
T04967,17,571,617
T04968,18,486,545
T04969,19,440,488
T04970,20,562,589
T04971,21,526,582
T04972,22,277,328
T04973,23,101,142
T04974,24,595,640
T04975,25,124,161
T04976,26,449,507
T04977,27,407,465
T04978,28,148,197
T04979,29,605,638
T04980,30,571,586
T04981,1,408,437
T04982,2,222,257
T04983,3,91,138
T04984,4,431,454
T04985,5,415,445
T04986,6,480,525
T04987,7,574,623
T04988,8,55,105
T04989,9,211,270
T04990,10,446,489
T04991,11,392,432
T04992,12,107,150
T04993,13,468,493
T04994,14,63,117
T04995,15,653,668
T04996,16,171,199
T04997,17,115,168
T04998,18,242,294
T04999,19,47,71
T05000,20,51,66
T05001,21,94,125
T05002,22,324,340
T05003,23,80,121
T05004,24,139,171
T05005,25,305,338
T05006,26,1,16
T05007,27,633,649
T05008,28,234,277
T05009,29,131,153
T05010,30,311,354
T05011,1,166,199
T05012,2,154,187
T05013,3,230,247
T05014,4,361,400
T05015,5,601,641
T05016,6,675,690
T05017,7,327,382
T05018,8,552,569
T05019,9,575,598
T05020,10,207,224
T05021,11,30,69
T05022,12,477,527
T05023,13,617,642
T05024,14,699,745
T05025,15,293,332
T05026,16,206,257
T05027,17,339,374
T05028,18,350,388
T05029,19,260,285
T05030,20,149,188
T05031,21,2,58
T05032,22,546,567
T05033,23,459,496
T05034,24,616,659
T05035,25,4,25
T05036,26,673,692
T05037,27,587,601
T05038,28,518,534
T05039,29,287,330
T05040,30,615,675
T05041,1,307,358
T05042,2,658,674
T05043,3,364,383
T05044,4,382,429
T05045,5,290,337
T05046,6,536,582
T05047,7,134,171
T05048,8,519,577
T05049,9,71,96
T05050,10,59,114
T05051,11,676,731
T05052,12,192,235
T05053,13,168,202
T05054,14,520,541
T05055,15,660,678
T05056,16,284,304
T05057,17,441,487
T05058,18,580,615
T05059,19,39,78
T05060,20,359,401
T05061,21,195,215
T05062,22,236,261
T05063,23,551,586
T05064,24,91,126
T05065,25,384,406
T05066,26,578,621
T05067,27,272,326
T05068,28,135,182
T05069,29,401,441
T05070,30,487,530
T05071,1,120,175
T05072,2,618,634
T05073,3,178,204
T05074,4,193,252
T05075,5,388,437
T05076,6,153,202
T05077,7,458,505
T05078,8,64,113
T05079,9,582,625
T05080,10,26,71
T05081,11,653,704
T05082,12,317,362
T05083,13,162,179
T05084,14,352,374
T05085,15,608,627
T05086,16,507,550
T05087,17,361,416
T05088,18,35,83
T05089,19,396,424
T05090,20,635,658
T05091,21,510,553
T05092,22,408,459
T05093,23,654,703
T05094,24,258,318
T05095,25,193,214
T05096,26,112,136
T05097,27,294,348
T05098,28,48,101
T05099,29,673,732
T05100,30,556,594
T05101,1,688,702
T05102,2,669,699
T05103,3,252,291
T05104,4,426,473
T05105,5,612,662
T05106,6,332,377
T05107,7,20,52
T05108,8,120,140
T05109,9,529,566
T05110,10,233,267
T05111,11,434,464
T05112,12,129,157
T05113,13,75,114
T05114,14,264,289
T05115,15,126,179
T05116,16,447,476
T05117,17,314,353
T05118,18,699,718
T05119,19,10,67
T05120,20,684,732
T05121,21,458,492
T05122,22,580,627
T05123,23,404,419
T05124,24,457,505
T05125,25,427,456
T05126,26,556,575
T05127,27,171,203
T05128,28,37,71
T05129,29,492,551
T05130,30,689,740
T05131,1,157,195
T05132,2,565,587
T05133,3,686,745
T05134,4,276,322
T05135,5,243,287
T05136,6,343,362
T05137,7,408,425
T05138,8,404,463
T05139,9,68,123
T05140,10,641,673
T05141,11,48,104
T05142,12,218,252
T05143,13,84,135
T05144,14,700,736
T05145,15,462,490
T05146,16,39,53
T05147,17,634,678
T05148,18,300,340
T05149,19,373,395
T05150,20,286,333
T05151,21,238,271
T05152,22,555,581
T05153,23,673,692
T05154,24,83,116
T05155,25,380,395
T05156,26,411,444
T05157,27,323,351
T05158,28,219,252
T05159,29,609,669
T05160,30,336,376
T05161,1,603,626
T05162,2,283,297
T05163,3,106,134
T05164,4,530,588
T05165,5,348,400
T05166,6,573,614
T05167,7,270,310
T05168,8,541,573
T05169,9,534,548
T05170,10,520,579
T05171,11,368,424
T05172,12,141,164
T05173,13,557,581
T05174,14,309,355
T05175,15,493,525
T05176,16,652,678
T05177,17,146,174
T05178,18,423,447
T05179,19,668,721
T05180,20,520,575
T05181,21,170,204
T05182,22,611,664
T05183,23,339,394
T05184,24,337,356
T05185,25,99,130
T05186,26,33,71
T05187,27,535,595
T05188,28,280,297
T05189,29,15,72
T05190,30,5,43
T05191,1,486,538
T05192,2,292,335
T05193,3,98,148
T05194,4,625,643
T05195,5,155,171
T05196,6,680,700
T05197,7,69,89
T05198,8,446,503
T05199,9,150,197
T05200,10,192,250
T05201,11,49,85
T05202,12,381,420
T05203,13,288,309
T05204,14,609,668
T05205,15,598,653
T05206,16,6,61
T05207,17,238,289
T05208,18,672,729
T05209,19,694,737
T05210,20,10,63
T05211,21,491,507
T05212,22,307,360
T05213,23,145,170
T05214,24,97,111
T05215,25,337,377
T05216,26,69,125
T05217,27,165,185
T05218,28,611,667
T05219,29,651,701
T05220,30,593,637
T05221,1,358,382
T05222,2,372,402
T05223,3,497,553
T05224,4,63,105
T05225,5,547,595
T05226,6,216,253
T05227,7,637,688
T05228,8,297,328
T05229,9,466,488
T05230,10,682,719
T05231,11,101,123
T05232,12,124,146
T05233,13,21,70
T05234,14,417,471
T05235,15,371,429
T05236,16,329,343
T05237,17,597,647
T05238,18,15,59
T05239,19,40,60
T05240,20,632,665
T05241,21,217,231
T05242,22,377,431
T05243,23,556,589
T05244,24,456,475
T05245,25,411,438
T05246,26,285,315
T05247,27,124,158
T05248,28,110,138
T05249,29,398,418
T05250,30,159,219
T05251,1,315,331
T05252,2,208,249
T05253,3,27,48
T05254,4,192,236
T05255,5,664,711
T05256,6,186,229
T05257,7,6,58
T05258,8,106,151
T05259,9,437,453
T05260,10,169,226
T05261,11,257,271
T05262,12,135,193
T05263,13,413,442
T05264,14,331,372
T05265,15,563,611
T05266,16,471,522
T05267,17,384,419
T05268,18,163,213
T05269,19,601,621
T05270,20,34,51
T05271,21,412,434
T05272,22,612,630
T05273,23,434,486
T05274,24,441,485
T05275,25,43,91
T05276,26,199,222
T05277,27,236,284
T05278,28,469,518
T05279,29,136,172
T05280,30,7,56
T05281,1,198,255
T05282,2,304,320
T05283,3,49,68
T05284,4,481,497
T05285,5,318,360
T05286,6,411,443
T05287,7,44,58
T05288,8,256,311
T05289,9,574,593
T05290,10,385,402
T05291,11,385,400
T05292,12,198,221
T05293,13,420,439
T05294,14,192,222
T05295,15,268,294
T05296,16,230,272
T05297,17,316,366
T05298,18,355,395
T05299,19,519,565
T05300,20,584,625
T05301,21,519,543
T05302,22,493,521
T05303,23,261,305
T05304,24,45,87
T05305,25,143,175
T05306,26,444,469
T05307,27,340,393
T05308,28,617,668
T05309,29,504,555
T05310,30,530,580
T05311,1,438,485
T05312,2,431,453
T05313,3,61,96
T05314,4,677,712
T05315,5,32,70
T05316,6,496,518
T05317,7,523,545
T05318,8,237,275
T05319,9,9,56
T05320,10,242,277
T05321,11,176,202
T05322,12,217,268
T05323,13,84,136
T05324,14,619,666
T05325,15,429,451
T05326,16,668,725
T05327,17,492,551
T05328,18,492,551
T05329,19,32,54
T05330,20,570,615
T05331,21,261,310
T05332,22,600,658
T05333,23,178,226
T05334,24,191,220
T05335,25,107,133
T05336,26,82,139
T05337,27,599,642
T05338,28,581,634
T05339,29,98,120
T05340,30,247,264
T05341,1,446,500
T05342,2,359,418
T05343,3,356,382
T05344,4,203,239
T05345,5,108,150
T05346,6,307,358
T05347,7,387,445
T05348,8,303,341
T05349,9,555,588
T05350,10,645,686
T05351,11,503,523
T05352,12,618,650
T05353,13,467,487
T05354,14,312,340
T05355,15,675,731
T05356,16,625,662
T05357,17,94,150
T05358,18,428,449
T05359,19,665,710
T05360,20,173,204
T05361,21,5,39
T05362,22,251,301
T05363,23,258,301
T05364,24,462,485
T05365,25,653,679
T05366,26,65,93
T05367,27,233,292
T05368,28,207,245
T05369,29,102,134
T05370,30,222,254
T05371,1,659,693
T05372,2,440,473
T05373,3,546,584
T05374,4,507,525
T05375,5,663,682
T05376,6,349,375
T05377,7,606,643
T05378,8,492,520
T05379,9,15,42
T05380,10,214,244
T05381,11,67,105
T05382,12,12,45
T05383,13,396,420
T05384,14,597,614
T05385,15,646,690
T05386,16,35,87
T05387,17,350,366
T05388,18,79,110
T05389,19,143,187
T05390,20,324,361
T05391,21,658,718
T05392,22,175,214
T05393,23,241,278
T05394,24,268,285
T05395,25,341,386
T05396,26,30,49
T05397,27,255,295
T05398,28,255,279
T05399,29,265,317
T05400,30,232,280
T05401,1,644,700
T05402,2,280,338
T05403,3,338,381
T05404,4,89,126
T05405,5,597,638
T05406,6,422,480
T05407,7,582,634
T05408,8,82,114
T05409,9,601,650
T05410,10,136,171
T05411,11,59,89
T05412,12,417,436
T05413,13,411,431
T05414,14,490,508
T05415,15,221,246
T05416,16,504,525
T05417,17,284,329
T05418,18,111,130
T05419,19,558,592
T05420,20,399,428
T05421,21,16,56
T05422,22,577,594
T05423,23,418,475
T05424,24,446,501
T05425,25,87,113
T05426,26,99,124
T05427,27,118,140
T05428,28,595,644
T05429,29,531,574
T05430,30,261,301
T05431,1,653,691
T05432,2,531,560
T05433,3,331,351
T05434,4,389,408
T05435,5,137,197
T05436,6,195,227
T05437,7,438,497
T05438,8,119,137
T05439,9,589,611
T05440,10,403,430
T05441,11,211,263
T05442,12,197,213
T05443,13,596,612
T05444,14,444,499
T05445,15,356,403
T05446,16,663,686
T05447,17,156,205
T05448,18,235,249
T05449,19,7,57
T05450,20,276,314
T05451,21,228,261
T05452,22,544,563
T05453,23,567,607
T05454,24,597,633
T05455,25,326,377
T05456,26,665,721
T05457,27,433,452
T05458,28,448,505
T05459,29,566,623
T05460,30,605,659
T05461,1,83,114
T05462,2,584,600
T05463,3,563,612
T05464,4,613,666
T05465,5,130,148
T05466,6,176,191
T05467,7,207,261
T05468,8,13,62
T05469,9,179,236
T05470,10,471,498
T05471,11,440,466
T05472,12,672,710
T05473,13,347,387
T05474,14,483,537
T05475,15,383,422
T05476,16,602,640
T05477,17,362,392
T05478,18,185,201
T05479,19,607,641
T05480,20,568,591
T05481,21,167,209
T05482,22,668,702
T05483,23,8,63
T05484,24,311,343
T05485,25,432,466
T05486,26,391,433
T05487,27,35,56
T05488,28,428,451
T05489,29,687,739
T05490,30,640,689
T05491,1,516,575
T05492,2,366,414
T05493,3,312,365
T05494,4,684,702
T05495,5,416,452
T05496,6,536,569
T05497,7,606,624
T05498,8,288,320
T05499,9,116,154
T05500,10,540,578
T05501,11,19,55
T05502,12,186,222
T05503,13,452,480
T05504,14,659,716
T05505,15,282,334
T05506,16,579,625
T05507,17,347,361
T05508,18,221,237
T05509,19,532,559
T05510,20,517,570
T05511,21,145,175
T05512,22,276,335
T05513,23,595,612
T05514,24,9,61
T05515,25,68,102
T05516,26,263,287
T05517,27,168,187
T05518,28,573,606
T05519,29,203,261
T05520,30,164,191
T05521,1,690,704
T05522,2,483,514
T05523,3,514,557
T05524,4,295,354
T05525,5,360,386
T05526,6,274,330
T05527,7,653,667
T05528,8,127,144
T05529,9,685,728
T05530,10,665,697
T05531,11,583,637
T05532,12,49,72
T05533,13,659,696
T05534,14,505,531
T05535,15,676,713
T05536,16,596,639
T05537,17,643,667
T05538,18,554,571
T05539,19,310,349
T05540,20,420,462
T05541,21,302,342
T05542,22,303,355
T05543,23,256,278
T05544,24,366,386
T05545,25,386,419
T05546,26,608,661
T05547,27,524,568
T05548,28,264,289
T05549,29,506,561
T05550,30,29,47
T05551,1,525,578
T05552,2,477,501
T05553,3,230,282
T05554,4,513,570
T05555,5,340,387
T05556,6,467,517
T05557,7,528,545
T05558,8,411,452
T05559,9,420,456
T05560,10,327,350
T05561,11,272,319
T05562,12,576,613
T05563,13,229,245
T05564,14,253,285
T05565,15,438,487
T05566,16,438,496
T05567,17,461,488
T05568,18,26,56
T05569,19,55,111
T05570,20,8,25
T05571,21,640,677
T05572,22,217,255
T05573,23,357,412
T05574,24,447,491
T05575,25,205,250
T05576,26,192,244
T05577,27,187,227
T05578,28,517,562
T05579,29,395,413
T05580,30,141,187
T05581,1,555,586
T05582,2,279,300
T05583,3,319,341
T05584,4,377,405
T05585,5,666,694
