household_key,DAY,COUPON_UPC,CAMPAIGN
2117,672,77950287,3
5928,255,80345355,2
1279,579,61275376,13
3363,513,78522011,27
8805,368,85909332,16
9566,637,12087659,9
4612,234,95221694,18
3558,32,70823687,30
5767,98,76858550,22
2549,456,98623681,14
8770,336,62979548,18
4726,187,70479693,20
7984,185,58031283,6
9622,110,44533569,20
3850,481,19805349,28
5951,403,53552846,20
2595,33,96633030,4
2354,508,87654226,25
7768,703,14880198,4
5015,695,44660596,17
156,615,39027411,8
8342,212,98859980,29
4806,641,50587511,28
5499,175,83833821,10
3147,504,50569269,24
6580,49,51720198,30
6437,673,73582072,17
5697,618,94310674,1
2819,266,63510422,5
24,232,29417834,1
2996,6,78441771,11
3253,216,16165114,22
4547,476,20986897,28
5825,73,55311530,12
7088,76,99986967,19
5699,692,86968175,24
914,30,43911205,23
350,175,37750091,14
1799,176,43951012,24
8548,60,54785607,11
9532,463,12026684,12
9769,294,78563653,27
6721,402,73149745,17
4818,642,29508426,25
7987,255,69342004,24
7236,683,25780987,2
8707,597,62457332,22
9134,596,95282357,18
5175,512,74640585,6
4132,406,92522246,12
2309,245,44721060,24
7003,620,44756195,24
2313,400,85505126,27
1414,176,84543212,19
8676,206,92360451,12
5521,594,66426749,1
7849,580,56071565,22
9981,9,55751248,5
8371,332,85909332,19
8309,664,66719806,2
6258,565,84000097,9
8260,401,87601288,29
6675,35,37965245,3
8596,83,28442362,17
1699,520,83887772,5
7826,67,63138507,29
7448,237,42743880,16
6400,376,69912035,2
3828,37,41934917,23
2264,54,63236405,13
1784,338,50097796,5
2206,503,45620091,23
4151,203,20967702,24
4277,644,99427640,19
3441,177,53471756,22
8448,400,54341470,19
8867,175,75245698,18
4178,110,57015263,17
1515,544,92570259,29
9427,149,75888431,27
4536,666,79767510,7
3978,50,11494176,12
4246,475,99352831,11
5154,101,71999450,15
957,192,48128466,16
3701,492,57168152,8
2320,291,78366403,9
638,479,92781686,9
2952,370,12914116,21
9779,30,49485021,1
8040,513,24754026,12
3931,629,72603303,23
2285,629,81920754,15
9389,393,44397659,11
2946,419,65129117,27
628,374,31359975,8
5446,316,67201484,27
1103,250,34913082,24
3793,29,77092837,30
7070,3,40470861,21
7050,697,64884770,1
8331,491,85469826,27
3434,191,11876073,3
713,676,71931096,13
5220,619,55910795,16
3314,572,95982727,13
9267,677,34838982,13
1129,267,82903782,16
7309,422,94754787,11
7891,211,58446670,16
5770,694,45125002,29
5168,316,55386580,5
171,201,35281200,2
1490,594,97853317,21
3294,328,58377359,13
8914,305,84826060,3
2731,367,92043507,14
5664,514,60334980,16
6179,213,92416422,22
2782,589,70524888,30
9431,102,44358506,27
5110,73,81678413,20
3701,704,30673313,30
1744,366,99873301,12
5091,149,55064019,2
8088,402,53890602,5
8593,669,81193295,14
906,247,36345275,1
8683,70,55311561,12
5943,599,98551551,11
8127,172,72550790,17
1449,342,51327827,26
2515,421,31418302,12
9282,542,79316127,22
7016,282,96841903,17
3726,481,89261011,8
4751,593,77260622,30
5076,357,72725258,30
1020,254,58377359,23
4834,488,99441456,6
4,438,65363623,3
6741,303,61070641,4
6407,421,81861405,14
1359,514,97286810,23
3501,409,31880808,10
5214,461,47078141,30
7976,639,87067703,26
5383,204,98801286,28
228,237,73141289,6
8104,386,29089445,8
3895,284,95110602,24
8935,200,15209186,23
4036,217,48542429,15
7308,398,73028309,10
8144,659,58275033,18
4572,484,77353303,20
1198,192,63183627,5
9334,497,40382928,29
7347,646,80167274,6
2491,123,65959720,14
8856,294,16894346,14
4974,379,63332975,11
9106,343,74039304,9
8223,640,49955733,10
7483,399,81390909,28
6929,122,28354164,20
8558,163,31352095,6
9434,558,49000524,9
326,325,58957357,5
1694,605,55458588,23
2701,342,15817722,21
7232,533,80952027,16
832,474,96246100,10
4240,703,35130891,15
2122,368,37233725,1
5764,90,27199839,29
4304,170,47389780,20
2577,484,78493559,20
2814,383,51208157,15
3886,530,44029370,28
6472,599,51710812,23
7131,661,64905784,23
365,47,44309359,8
72,148,36440477,10
328,161,72263001,28
2708,664,14518091,29
3805,470,72138551,19
4924,379,95456582,9
4754,219,62551324,10
6149,603,26833924,24
5844,345,26483635,25
1789,438,98214084,12
1152,520,19506826,9
7816,446,10701112,23
7274,366,28939617,4
9564,351,99671224,13
107,260,72711921,7
6800,219,25436677,10
964,22,91013724,18
9625,39,27088014,16
8750,516,74778598,27
656,370,82124924,8
7268,357,30640584,6
1695,306,77471083,16
2793,209,58099537,13
9040,450,33730707,3
5016,534,46563774,13
648,280,86675697,24
4317,687,43914549,19
4213,16,58700464,6
9647,165,73277662,4
2605,69,67787594,4
5629,329,80183144,1
6905,165,11985078,30
1858,275,97206910,7
7341,220,95799731,15
542,655,11324214,18
7544,20,75552882,21
8846,204,21261218,30
8145,178,13729185,2
65,34,19916132,28
6924,408,92599356,27
9031,625,63379462,4
4926,23,10870476,27
3925,191,73514414,8
819,686,23595821,29
6724,100,76386763,9
860,180,78789802,4
4435,660,85723518,26
8877,199,30651410,22
5702,287,25416562,18
9904,129,53772270,10
8002,411,71737863,30
8245,427,56299724,5
55,2,72321949,4
5379,199,96231598,1
335,646,38697082,23
7129,414,90420252,7
159,200,20915828,2
4182,14,43664028,5
5855,72,14206889,6
6983,569,64337269,25
3752,613,48419873,11
2348,521,55865088,11
9506,339,98482465,13
5717,33,49727509,13
6705,409,13576973,13
4561,147,78658525,16
671,284,52193057,15
3941,315,95331770,21
129,81,37997926,6
4535,415,37402757,13
3790,611,24006102,5
3176,180,50774673,7
5456,607,99992439,14
6140,675,42801579,6
3512,580,97088804,29
7573,521,99417252,16
271,351,58967214,28
3847,69,88945274,15
7044,611,10685890,10
8818,136,20961720,18
7571,395,34153567,18
5673,545,29603557,1
118,630,22975109,2
5862,3,74389908,21
2080,9,53748015,24
3331,492,67023668,21
1067,99,34951130,25
9896,412,40333095,22
3763,448,96630093,5
2468,449,49364112,3
3378,494,69570074,4
5244,529,38751206,20
2974,138,58997700,29
2442,419,32297517,22
5103,637,24046438,15
9776,595,69158423,23
6474,343,64977508,18
4865,220,10508966,13
5859,673,41791304,28
2551,474,78178650,1
3212,498,80240382,16
6519,455,71264523,25
6660,13,65581302,27
8549,236,73578210,12
17,503,80789369,4
6782,191,46919604,4
1447,420,12553201,9
8337,290,36742763,27
1023,525,69657564,2
4120,412,78976139,5
3703,35,20479524,26
6151,170,83472129,14
9601,42,41638166,14
9058,175,19752491,3
3116,20,18002272,20
1376,36,71592254,8
2151,112,60334738,27
9500,133,96889518,9
1290,364,58539704,26
5030,45,14767641,20
6242,630,32335811,11
6390,247,12054110,30
396,273,19918330,7
3505,434,94604674,17
7201,652,58377359,16
8635,376,27064120,18
9031,453,63019137,12
3734,488,62538234,27
3307,658,95682797,9
6956,627,59485949,1
464,666,15285006,24
7849,636,25392839,21
6871,376,42378188,8
4478,101,42325099,9
7386,140,33506827,21
8568,586,61146416,3
4372,690,69458870,16
6865,397,17505081,15
502,533,90884331,10
4745,621,28912507,14
7675,289,43981937,16
9223,381,59960185,19
1076,477,26240975,1
7496,630,98499399,21
6988,281,24243477,17
9738,589,38656373,8
1146,371,57660334,28
5603,3,42251776,16
9400,71,61853188,18
7592,98,47164030,20
6812,557,42126445,19
7778,273,42144235,30
1194,258,77555633,24
2445,451,24405010,5
124,38,95155923,17
4297,409,16078347,25
1723,254,31740566,13
3533,652,12253672,28
967,384,51181235,10
1373,684,99997442,20
6218,124,24066672,19
9825,44,60156992,17
4248,262,88585285,8
530,354,93960448,27
8033,253,28565187,2
2945,531,99282025,19
1119,496,91206903,20
5653,399,45951177,27
8148,411,43181513,13
1215,640,13987672,5
89,645,13394788,9
522,698,85192354,21
3873,496,63443445,25
7843,636,29941992,15
7708,338,78389836,27
5072,389,12162913,7
3281,1,77282195,30
9920,297,10228393,7
8276,316,11302496,28
2234,324,83851820,28
7005,662,85390257,30
1969,332,77633876,23
5144,663,55977990,20
4790,405,46723008,6
4751,677,32869834,10
7190,257,36379024,21
7899,154,20967702,24
5175,612,37190880,14
8054,578,77077426,5
7040,447,78266691,20
9297,544,14731810,21
6028,259,53077779,18
1158,586,34013712,2
256,86,97014283,10
1304,438,94425431,12
5641,509,35107591,7
1543,10,84235085,6
5208,142,85900003,15
8361,168,14747839,18
2626,629,83985319,2
8013,455,19049237,25
3529,646,21305061,11
719,133,84388523,15
7664,633,75347698,11
9422,278,60294699,7
4249,242,88525169,30
7334,319,10736603,6
4046,358,77114842,9
8507,559,74810268,30
5142,5,11265887,22
2118,637,28026595,25
1615,620,56065784,23
9718,421,55865088,4
9303,123,53234025,14
8557,505,71086261,18
2958,295,53034582,2
8749,202,87266472,12
3924,650,15962710,6
5018,318,49985621,1
99,96,82608160,29
6525,592,49663375,28
833,449,64874605,24
1416,285,74498667,15
695,674,90362231,21
4136,153,71207739,11
949,605,84208537,24
8809,684,92823925,2
8139,223,97854335,30
4196,122,63117166,7
8989,593,19556288,24
7119,562,20917796,20
341,5,70392854,4
6899,328,87542313,10
7002,328,44743507,22
1637,249,42038293,14
5863,71,32262950,4
2356,312,51993479,17
4669,510,52257715,6
9317,665,21133481,10
2785,311,49666572,5
2193,312,80952293,23
8292,46,89637160,23
9073,48,90108031,22
5071,588,50243438,10
7573,709,73031950,30
6421,390,98629328,14
5601,121,33061716,13
2974,447,42625352,8
4289,697,75258688,12
6085,185,17782761,25
3740,585,93960448,18
9349,678,12370564,1
2325,669,56538134,29
545,75,46563774,25
580,88,66976140,4
5122,564,66348014,29
5045,501,72962415,21
6756,507,93872306,10
2762,32,91755741,20
1616,241,43744943,17
7536,204,81290948,13
4117,115,32664556,11
2204,283,70307334,4
9411,656,88128178,15
6082,581,82966993,17
4819,96,85683922,28
804,381,81373521,28
516,290,38243189,5
8306,7,66190922,20
9837,498,47164030,11
7044,94,44427451,4
8933,395,89632940,10
572,215,44852650,18
6147,265,47896449,26
4868,184,68311589,5
4979,442,87750096,24
9988,72,99441456,30
8783,634,32387740,30
8622,589,40857132,3
6062,160,39263303,2
6859,271,81218284,22
563,42,76022906,25
619,363,37108878,20
9845,152,11511087,20
4131,578,65096780,14
5163,37,96741619,21
8721,649,26319368,13
2869,170,84649425,13
2201,403,10491373,27
495,687,64721699,1
4115,202,80740701,29
7555,404,97311580,13
2118,342,91762852,13
7590,173,56109366,26
7758,430,47711513,30
9508,80,18515223,21
1926,295,98965710,23
3158,159,89206615,16
5938,380,23818080,18
5394,683,45230863,14
4862,484,75857184,19
5449,467,89264883,13
3125,67,94483332,2
1801,101,91940560,6
5326,440,13200281,21
2475,278,48934420,13
7826,695,66110167,1
8555,616,93842561,2
7278,641,74289099,12
7589,277,79076129,17
6014,697,73003486,6
5723,451,14909575,16
4341,232,41412957,23
7307,312,71704573,3
5490,306,41976620,2
3368,676,31777236,3
4004,89,38585412,3
9288,2,48353970,12
6109,66,96734398,25
3687,468,75436495,21
3281,492,81843531,24
8599,469,83723954,22
9977,254,63505500,18
8102,405,68890398,12
8432,485,41291929,18
5005,634,22467636,23
3381,345,99396027,13
4706,369,68037114,28
6525,370,73852211,14
2807,539,21634517,3
5456,479,59842205,20
5817,489,61294144,24
8086,467,14740955,16
7830,278,37308755,8
2812,528,64138941,1
7155,530,67065222,30
7337,498,81744376,2
4021,361,50749566,25
9314,22,83021272,5
6453,98,98915646,30
4401,27,29219477,9
5255,607,99810888,8
7179,661,38080147,29
5152,487,89573784,18
8937,325,44299068,19
2728,472,20546604,26
4829,67,58589138,10
8733,500,74344482,30
7309,488,49601402,8
3855,295,41963250,11
7820,167,82037812,8
2078,381,75543811,5
6600,340,52458807,10
4388,493,44960618,24
4838,248,21765869,17
4419,461,76297824,15
2825,400,77681400,30
8347,419,25767448,2
9184,459,87447892,15
2365,657,41391148,13
7633,166,58151766,8
8631,344,85408800,28
5679,235,67472794,27
5918,654,43857819,18
3840,683,46892174,16
8378,460,20906382,13
4868,684,64721898,18
9037,540,14576236,14
4283,226,48936791,7
9506,578,51947198,8
1576,674,22676502,10
4364,431,53234025,28
8271,422,10614119,28
9738,55,42569546,29
8975,179,10870476,10
7604,435,51759034,14
7914,142,44021119,1
8825,154,30456260,8
7108,486,61707569,19
5445,523,36732061,11
3357,197,49999736,17
1801,294,38922126,30
2642,583,22978249,14
6934,131,22897689,29
2854,563,14416824,10
622,372,18239777,27
4891,477,12959524,28
2390,509,42295463,4
1676,398,53463328,7
8132,75,27454555,30
7363,112,62151941,21
276,622,73073726,29
2225,596,57335923,12
5629,366,50507514,23
5484,177,32687515,23
9239,70,62749794,24
3486,636,61284614,6
5797,566,90221264,5
9960,470,61576868,1
4807,317,79949826,1
6663,137,56686419,28
2954,381,89901829,25
7321,165,58984029,3
9190,211,23477003,30
3990,275,60407753,26
5424,646,27174980,20
9513,355,72451960,4
3290,626,52039977,4
1872,697,25825226,13
70,529,72756128,30
1267,597,75643890,6
4847,606,64781076,30
1545,660,93235816,8
1711,438,93343900,8
247,292,70736983,28
3630,362,48825504,18
5390,413,95177835,10
1289,174,55751248,14
1316,349,57171107,19
3992,298,19015662,29
368,235,24295514,25
6301,351,22139539,14
9947,414,29279231,5
391,391,46003909,27
4348,501,73221548,23
6100,365,18239777,26
312,288,84946018,5
7760,325,12033502,17
7209,117,85319870,19
6214,346,92835056,24
1095,410,31894103,12
4314,587,20347805,7
2340,503,65273841,28
9738,643,97767211,11
1930,458,83275336,18
9104,484,45951177,29
1126,474,40206678,13
9885,41,47833595,17
3593,344,85415675,20
4191,488,84726555,3
7668,563,14696497,28
4796,59,58332168,3
8992,538,29547606,8
2810,338,17822724,27
7262,31,64517129,6
3102,335,18348275,28
6934,311,48879900,23
7507,18,64476236,10
6845,342,84383104,27
9820,668,51659076,19
7008,258,33079312,27
2457,266,52582547,4
1109,506,77555633,16
2360,375,28943669,9
150,442,85038269,14
5962,426,54167621,27
5805,296,86138728,20
8386,490,11467962,24
2630,219,85543126,11
2321,348,44486431,18
9847,44,81101461,22
1270,565,60776449,13
2017,287,83275336,24
4141,296,38527577,24
4369,507,49814744,11
9361,532,86623468,11
6919,99,67793267,13
3597,270,69718454,2
7983,399,10358260,25
2792,491,44719507,3
3077,574,60287433,1
7966,258,96748018,28
5654,74,69980144,25
6664,618,36796742,3
4517,475,98408705,29
9573,478,63811139,9
1243,198,43912310,23
9748,488,81323571,10
1029,543,10815718,20
7411,637,37570249,24
2524,599,32452929,5
6656,582,37421511,5
1708,34,17226261,27
1059,664,60925790,16
4256,328,36988790,17
9298,327,37810703,27
7369,591,50357698,16
3841,74,80540622,7
3447,117,64558808,26
1889,398,76760672,6
6665,649,68245668,30
3282,616,36732061,19
9067,692,79890581,5
7386,428,38055698,11
1545,461,43192252,10
4951,705,64385155,4
879,72,73843339,5
1769,433,34919553,3
1631,302,77744165,20
4667,511,38736705,6
9799,347,58560956,7
2798,705,74233034,19
5474,558,29180120,23
5118,36,91671093,6
7335,115,72855780,30
7662,199,36076280,25
2570,123,68462773,4
9881,287,23992242,16
9437,115,36605182,8
8877,244,39157815,14
2077,388,70139240,16
8599,695,41958864,3
4720,473,25519627,29
677,395,66147560,2
6720,646,55367414,25
6964,42,27574849,21
3257,202,73322421,1
6014,176,57483158,24
920,710,88119718,16
8042,258,51361485,20
4623,421,19193523,16
8248,608,98482465,10
9592,115,60725231,27
3532,266,44329676,22
1903,568,30000440,2
7291,545,28185946,17
7841,103,56213199,14
9256,85,96952207,21
9716,376,89547395,29
1701,9,27264350,3
156,404,66868758,28
2924,541,12253277,27
7227,507,93949728,3
4465,276,13480400,22
3213,394,86206406,17
1916,11,51221206,6
1022,149,61275376,20
9593,270,52573335,18
5907,440,54707166,4
2565,196,46539291,3
8261,105,83093405,16
5507,369,44237574,19
5916,174,30649432,29
6460,374,62461647,20
893,104,52700303,26
762,142,16364287,7
8306,528,75459886,7
8903,564,16894346,24
5255,140,50053308,11
7777,74,23883178,9
1822,357,48521674,5
8766,704,73347210,27
7605,51,28777653,3
1658,434,23489002,28
5103,409,58653940,5
856,231,51012193,9
4417,136,46021312,10
652,609,92142589,28
4339,529,68533694,17
7257,448,25436677,26
9984,344,59014198,18
8342,671,95386899,10
6921,489,77477563,10
3340,427,49262832,8
8367,275,70207209,10
7885,585,88968483,12
8944,65,93483994,2
7877,370,45684649,1
6441,234,58090513,30
2195,696,19133698,2
8666,421,94658722,28
3332,241,23037214,13
7363,498,54993237,21
3154,20,49763194,26
8493,146,52980289,12
8474,459,41321188,9
1035,636,15792804,19
2781,632,14760697,14
9136,104,38019503,20
8905,591,34586339,3
4178,653,63462567,1
2730,500,91036563,6
5769,175,97477433,5
9659,507,44707441,27
2962,641,62521550,7
637,690,28062313,25
3705,360,69544818,18
5870,641,41701361,16
5312,40,29795146,22
9511,523,75776828,24
497,455,16805003,30
7461,683,57508870,23
1784,65,90485950,8
9362,438,59217654,16
4203,228,82355859,23
9111,582,58110322,16
5005,711,18431551,26
6212,391,54216207,8
5005,419,29639317,12
2003,479,22293827,4
6498,317,60574682,21
1985,587,56727250,1
2791,145,65332959,27
7758,187,84719863,13
6574,667,74540054,3
4614,442,11793200,14
258,105,12796274,6
4036,366,26833924,6
8617,304,34001170,24
3367,144,93981890,7
3906,654,68572021,24
9129,456,27342837,4
1222,394,33575784,10
536,157,35258408,14
3120,686,77404963,22
6461,508,12092074,14
7473,705,57532393,16
9491,27,85361601,14
4751,405,35410098,22
4177,85,78809544,13
7408,616,64017752,1
3205,331,50667538,5
7990,74,26627494,26
8321,282,49223374,11
5796,298,82787007,18
324,191,47201376,30
8110,336,69420671,26
2338,632,53771743,2
1542,210,95110602,22
6113,370,14164068,7
9912,597,43996546,25
3609,430,84708693,21
3925,575,69995704,11
3837,533,80741447,5
768,481,58743585,20
2725,507,24290804,8
6073,252,36306300,1
1866,548,78773414,20
8944,145,44533569,23
6430,136,57083258,21
7148,579,19276547,14
5437,592,50691073,14
5048,457,83709489,18
8710,393,76064331,8
2296,258,88582085,5
5402,665,44852070,19
2944,123,21729644,9
4743,15,88793814,9
4455,96,54951615,16
8184,135,43671682,14
9972,535,90217150,1
5460,115,21017129,18
7159,306,97610692,3
972,661,65754839,6
7787,331,61964470,28
8537,151,37918454,5
8197,109,76665627,3
2740,656,87795189,16
8091,29,53595209,8
9229,642,12556256,12
8591,682,16182324,16
8922,431,17850152,6
4458,614,42918393,11
2787,48,58666281,17
9829,211,87196765,26
7496,194,93349804,25
6544,107,96646283,6
5046,73,29139156,16
3543,352,68251772,24
7980,40,96543942,4
6884,606,24297616,8
1527,499,97631885,6
9557,592,29836216,7
7034,402,65207343,15
7103,500,77111109,21
1551,199,68775113,5
5885,71,61164959,30
7760,325,96880630,11
4637,396,91252310,16
5384,477,72833117,2
863,291,90975114,12
2856,320,13535224,26
228,631,90049557,28
5185,367,89084623,30
6679,653,44060482,26
5536,664,18031755,16
260,268,57581158,19
1081,291,49461291,20
3803,650,92685164,10
4113,554,77633876,25
4406,542,18350781,1
165,4,37692067,22
9409,443,72272002,10
5315,50,76965368,20
4210,396,92603648,19
5101,374,31170656,9
4419,63,92577490,10
8857,494,93350980,18
7737,45,38131865,14
5706,337,62707496,18
5282,178,78223006,6
7797,574,73031950,5
5443,483,98274361,25
5735,207,97174335,11
73,625,15418914,22
8905,69,32549262,8
9534,207,74389908,29
2124,125,97979219,19
919,207,59627335,9
9964,329,60925790,21
48,572,53718731,3
5229,155,93938835,15
8648,318,83833980,12
1228,117,18609287,12
2787,401,55769024,29
8640,638,22740259,13
3435,467,27196486,15
635,267,44545293,23
523,623,22980595,28
6395,398,93804622,2
1252,200,27094329,22
614,495,65954919,12
9008,339,81095565,11
4142,349,49453316,18
8404,121,71455122,24
5235,679,62125958,9
2680,167,61576868,15
1806,150,12655265,25
478,232,95113615,28
9810,678,95177835,22
1500,457,67187065,29
1559,604,72404249,6
1403,347,84098113,18
3855,49,69964140,23
5044,235,65083656,25
8590,29,63520738,1
5581,134,37152563,4
7713,258,70681018,5
5767,95,25825226,30
5198,257,80709439,3
5679,126,57532393,1
2335,309,46003909,7
3135,486,49435171,2
7624,51,77102715,2
9713,432,61672160,3
2383,650,99882165,8
7567,42,18156377,6
3345,149,69834411,17
2701,490,33083949,24
4205,43,81692694,30
5359,534,60832139,8
859,151,74116186,10
1091,425,13570711,16
9130,398,43078197,24
4826,613,77330470,7
6908,322,30963417,13
968,685,87039743,5
9062,273,60781090,27
5485,495,62677755,20
8052,477,75756803,13
1427,520,10185957,27
2285,491,12727329,3
2823,403,10035576,25
9971,91,95232982,29
2865,695,97286810,23
6516,407,58700464,18
4326,141,39488648,12
5128,283,55155191,21
7696,112,91605576,29
9001,626,97352190,3
1294,498,45043823,16
4340,408,87196765,12
7396,102,20906382,19
6294,477,73832379,8
3941,415,67837799,20
5471,666,80053585,15
1624,152,26567514,2
7835,550,96072546,29
9947,38,51183119,27
465,550,24590534,30
6876,430,38826965,18
9012,239,55311736,12
1758,430,78366403,22
8380,305,79966313,10
2120,575,28939617,7
6320,420,10334603,15
7106,580,91277188,29
6659,674,47711513,24
3632,452,53216923,10
1294,618,75132876,28
2183,86,84087761,2
3108,369,77144855,21
4082,358,67031493,15
3454,113,75189371,4
1340,486,61546314,22
632,680,44283927,16
4288,587,81120057,15
5309,143,14883464,10
2416,112,30902769,14
2584,401,57276022,7
3588,453,37997953,30
6110,309,21573684,26
6216,335,65897904,18
5845,417,72516077,25
2882,571,44440825,29
1232,615,44678571,8
3228,335,97282764,17
8921,588,74976802,26
4930,481,37188010,9
9858,250,30749099,4
2097,683,74957653,28
5859,363,57204530,4
9124,118,19784917,26
9037,30,96131631,9
7780,541,70596374,28
695,568,60832139,18
5124,340,85300315,30
4113,41,33956340,11
354,670,96630093,5
4501,260,81218284,16
1214,653,68702877,10
6360,411,40377309,26
3949,476,51594544,10
5825,602,83900768,11
4165,113,98557142,20
2542,703,83985451,6
531,419,36152285,22
199,402,59154662,12
1047,322,17398800,19
5564,571,25828774,22
6113,619,81414460,30
4270,365,56900827,11
1460,353,64083790,16
5372,608,15601567,19
2226,129,79365329,18
8924,621,42778758,4
947,388,45223806,30
1988,7,69353585,26
97,204,40986722,4
9531,57,23647470,11
8262,376,53708531,26
3940,451,18350781,21
3999,293,69873036,17
6710,407,66849008,3
3389,487,16950088,21
3108,288,66154012,14
6926,441,73367473,27
6538,416,15954574,7
9912,312,23214762,21
5028,622,10784125,12
1125,519,81144664,16
8834,481,13497158,4
4212,559,93234021,15
4905,93,51775419,21
334,629,53022884,25
2531,276,11295525,29
5507,559,16545445,16
5755,309,32679881,21
7304,121,64017752,10
8859,672,53369898,7
2114,587,85342446,8
7561,326,14416824,12
7798,308,80169736,11
4977,121,16346864,5
9639,111,15741917,11
9336,321,10870476,19
4753,522,32123410,22
1192,298,57483158,18
6835,366,34743198,23
821,685,72724224,25
174,660,30256360,13
4698,165,32077500,3
9341,637,42916430,7
46,266,31044513,4
7688,64,67756111,9
1111,574,76014865,22
9134,675,36965282,21
3981,684,81253172,27
2655,531,38290334,5
4595,524,25054043,21
1763,383,83634845,17
6276,226,68139987,1
6315,33,49561817,4
9493,627,92496151,8
9705,183,21883660,8
6829,293,43608892,23
1772,577,59476416,3
6903,26,60983271,24
4875,630,19988657,27
8067,469,48704204,11
9424,167,84607997,6
9622,230,30071012,2
1027,198,94282308,16
5081,632,17525916,16
1513,439,25647980,22
5147,32,17715711,9
3553,296,64061602,19
5348,486,17900993,24
1003,604,30982717,11
6441,428,18348275,18
2725,379,43594132,28
6983,149,28498066,26
5082,273,58643678,7
696,345,89319571,20
211,128,28183847,22
8069,360,98788597,19
871,580,20955018,9
3780,649,43197127,3
3942,375,75979179,6
520,166,37829465,18
7046,518,55586710,27
7596,119,31075661,4
5988,164,29302842,18
9136,339,41632518,6
5172,549,78921390,27
7313,211,14576236,20
9972,67,45811245,9
7491,112,86968875,13
1532,111,46365721,11
4597,199,32040164,3
818,242,34217408,11
2115,261,24026745,13
5777,536,52325625,21
1197,540,42412083,2
9604,558,30650970,8
9482,603,81290948,17
7347,499,83791028,2
4652,456,42565806,14
7924,511,20152348,18
9562,280,42774679,18
9116,361,24781836,17
9388,511,10971209,24
9486,423,45703757,14
1449,88,15635967,17
3159,359,90420252,19
7863,653,81582016,16
4675,605,12081395,15
3294,207,96773908,2
5022,305,40397000,10
458,33,50894790,12
3055,20,68546122,22
984,254,83807969,22
9004,546,16157825,4
6636,253,26827822,14
2249,326,39016037,10
367,388,38937451,6
3865,242,93821511,23
1699,241,62383639,19
9326,41,41769469,3
9439,618,34773125,24
6141,164,17617757,26
6957,479,56188313,5
9952,633,19534593,25
6398,222,72967689,12
3259,265,56900827,17
1043,557,19721467,16
1973,75,20571166,1
849,368,77050135,14
5341,347,31190082,21
9466,7,31323952,22
5067,278,41154013,8
5358,199,33509668,17
4199,587,10126791,28
3271,571,99234182,18
3209,340,12311622,21
3780,494,43469363,6
5010,593,84753862,19
509,600,44182322,24
1443,101,45486823,15
7820,677,57254276,30
5444,520,56415157,26
8268,339,44015689,9
4721,299,55666075,11
3337,612,15219475,5
2557,450,85923093,14
553,117,26075093,21
2630,20,99458055,27
4990,519,73572008,20
7178,629,41706220,24
1969,590,95324741,14
3918,693,24583296,8
1724,565,95068926,12
3410,83,29220332,6
4792,174,82777708,12
3625,484,31021530,22
9402,232,72201141,9
9093,504,11150727,15
4593,408,37754035,14
3398,456,51805387,26
2299,528,27899445,26
5051,696,57347268,16
1297,180,34039232,27
3115,659,17878167,1
8394,90,65215070,25
806,442,22141018,10
1428,22,54022600,22
3709,255,67621465,7
1756,34,52940320,12
3786,692,10076858,8
5204,560,83849896,30
2629,693,17662303,8
7866,266,99433243,4
7385,26,62879532,27
8717,399,97594883,3
1593,151,43951012,11
5308,281,98551551,11
7429,162,92238865,18
2366,432,92685164,3
9874,564,96227946,6
5243,134,59829329,12
6162,600,75772756,12
1537,450,99419173,19
2510,650,14180260,21
4798,153,55100280,20
9575,592,85319870,8
7003,199,26319368,3
7668,385,72583314,17
9082,688,47702900,28
7045,521,24980953,5
2491,292,76389309,26
2743,509,52105015,28
6033,248,67472092,4
1657,377,54036395,5
4434,38,55865088,17
2825,406,38843112,11
8863,46,59217654,24
2667,409,61408509,27
5400,200,30069892,1
7763,514,88721123,15
8635,198,59470482,15
4497,662,44386381,25
1606,517,50486691,14
9525,50,70736983,28
5519,502,90130944,16
3016,65,75499767,22
8056,88,93312275,22
1724,5,91385782,1
8678,213,50392548,13
4250,428,66047303,20
1892,516,18265682,23
6274,486,60546281,8
1074,100,12859358,13
6302,386,77584023,21
319,138,39867197,6
744,320,96231598,7
6024,300,36665317,6
3545,494,15814733,10
4396,607,51594544,16
8973,149,67575942,5
2353,391,75258688,1
5518,341,43465735,7
9595,500,27783514,11
1088,296,48942670,1
7380,356,84484772,24
6713,492,51936274,14
5147,267,28462203,25
1144,305,30508655,16
9072,113,60100414,27
3269,172,42142180,4
7001,677,91955936,20
9649,711,53229878,15
7769,228,84022753,17
6279,452,18047281,10
5636,663,30740459,3
8541,115,81501279,21
6616,695,28076930,7
6068,12,18704341,7
1275,541,93004123,21
9208,195,58169874,10
9916,704,51944765,3
943,351,22597137,3
4755,104,11691144,5
7234,346,21483348,26
4726,281,19401835,24
186,209,27245366,17
6852,19,49727509,23
6344,380,11818524,24
5987,700,58980260,18
8734,89,15218170,17
4291,684,19706444,9
6595,686,11389147,1
9123,17,49465632,4
3348,103,90732321,9
4073,568,40929192,12
4031,422,71578140,13
4888,659,83444237,1
1602,498,12054110,20
4061,147,41638166,6
3791,225,56188313,21
1432,426,15360433,23
653,630,65682897,22
1555,107,69117963,23
8898,370,32335811,9
3591,201,34697728,9
6627,450,89340262,16
8234,149,54975976,19
8868,477,85342628,8
4226,36,85783192,3
4433,595,78881406,10
