DESCRIPTION,household_key,CAMPAIGN
T00004,3170,4
T00010,6072,10
T00027,7886,27
T00027,828,27
T00018,1668,18
T00028,8099,28
T00016,5179,16
T00022,3573,22
T00010,3426,10
T00008,7756,8
T00010,7781,10
T00030,9477,30
T00028,4568,28
T00025,5217,25
T00012,3663,12
T00001,9564,1
T00012,2349,12
T00021,7779,21
T00014,1674,14
T00022,3941,22
T00018,34,18
T00027,1016,27
T00023,6118,23
T00014,3900,14
T00009,7414,9
T00009,3890,9
T00018,2514,18
T00018,8201,18
T00005,5459,5
T00019,9946,19
T00016,8830,16
T00012,4978,12
T00012,5680,12
T00011,295,11
T00030,5079,30
T00027,1787,27
T00025,5158,25
T00018,7965,18
T00021,9845,21
T00026,464,26
T00026,4585,26
T00017,856,17
T00029,6233,29
T00002,6555,2
T00015,9760,15
T00024,2936,24
T00029,4590,29
T00023,4277,23
T00020,3714,20
T00020,2105,20
T00007,1425,7
T00018,2200,18
T00001,5399,1
T00029,9848,29
T00002,4911,2
T00013,8933,13
T00029,4854,29
T00027,728,27
T00026,8292,26
T00023,9454,23
T00010,34,10
T00020,4227,20
T00029,3236,29
T00028,4337,28
T00016,4379,16
T00029,8005,29
T00020,7947,20
T00019,7937,19
T00017,2467,17
T00014,8359,14
T00028,6963,28
T00005,4846,5
T00011,8504,11
T00007,1184,7
T00022,4853,22
T00002,9463,2
T00004,7245,4
T00004,4424,4
T00016,2865,16
T00015,565,15
T00008,3245,8
T00019,5896,19
T00009,9654,9
T00024,9114,24
T00021,3978,21
T00011,3308,11
T00008,6691,8
T00005,2441,5
T00020,7046,20
T00016,7642,16
T00011,887,11
T00014,3237,14
T00024,7853,24
T00021,3545,21
T00025,2850,25
T00023,5623,23
T00012,4311,12
T00019,758,19
T00009,1795,9
T00023,8922,23
T00010,5898,10
T00017,6539,17
T00006,3273,6
T00019,1264,19
T00007,6372,7
T00016,7259,16
T00010,3977,10
T00009,1721,9
T00027,4387,27
T00013,7222,13
T00003,8157,3
T00021,171,21
T00003,7159,3
T00010,5296,10
T00006,7909,6
T00007,5723,7
T00005,9892,5
T00027,246,27
T00003,3684,3
T00007,4801,7
T00023,3719,23
T00024,6306,24
T00019,4882,19
T00029,6304,29
T00010,5642,10
T00019,4686,19
T00009,5966,9
T00002,79,2
T00010,489,10
T00004,7333,4
T00015,6802,15
T00028,7516,28
T00027,6125,27
T00005,527,5
T00001,3828,1
T00010,9463,10
T00020,4338,20
T00022,1078,22
T00025,1827,25
T00011,2094,11
T00020,9373,20
T00006,6601,6
T00010,5025,10
T00002,9124,2
T00021,4104,21
T00004,298,4
T00024,8840,24
T00013,7742,13
T00005,4701,5
T00001,3582,1
T00001,5458,1
T00023,4129,23
T00014,5920,14
T00029,8985,29
T00022,8129,22
T00029,8613,29
T00015,4828,15
T00021,7238,21
T00014,8195,14
T00011,1403,11
T00019,3952,19
T00027,2413,27
T00019,9017,19
T00028,7135,28
T00007,3054,7
T00015,3583,15
T00003,1828,3
T00021,2569,21
T00020,9148,20
T00006,9397,6
T00025,9010,25
T00017,3845,17
T00017,92,17
T00025,4505,25
T00004,6665,4
T00020,3340,20
T00015,6784,15
T00024,7241,24
T00001,8277,1
T00014,3800,14
T00006,9449,6
T00012,6437,12
T00024,8133,24
T00011,9102,11
T00009,9536,9
T00008,2023,8
T00027,9571,27
T00016,4630,16
T00008,6285,8
T00005,8162,5
T00026,1605,26
T00027,4212,27
T00030,1983,30
T00021,8042,21
T00006,2397,6
T00030,2451,30
T00018,3966,18
T00001,4940,1
T00017,6879,17
T00028,7528,28
T00025,8675,25
T00005,8581,5
T00017,5489,17
T00007,7931,7
T00021,9087,21
T00029,4063,29
T00017,1742,17
T00025,4885,25
T00019,6563,19
T00006,3913,6
T00021,4836,21
T00021,156,21
T00021,2586,21
T00003,6220,3
T00009,6846,9
T00026,6953,26
T00021,7387,21
T00004,4090,4
T00009,2456,9
T00020,8719,20
T00014,2066,14
T00010,8722,10
T00005,2961,5
T00006,9306,6
T00027,4207,27
T00008,2161,8
T00006,7561,6
T00025,1784,25
T00029,1272,29
T00011,2107,11
T00007,5685,7
T00024,8035,24
T00017,1159,17
T00010,9051,10
T00004,8985,4
T00002,2945,2
T00026,608,26
T00012,4612,12
T00025,204,25
T00011,8441,11
T00005,8111,5
T00022,1092,22
T00009,221,9
T00009,1863,9
T00024,9084,24
T00022,6784,22
T00023,9610,23
T00002,5706,2
T00013,3914,13
T00017,265,17
T00010,508,10
T00001,5003,1
T00012,5983,12
T00006,6136,6
T00030,2443,30
T00014,5131,14
T00009,6396,9
T00030,918,30
T00013,8023,13
T00020,2922,20
T00014,8243,14
T00018,8328,18
T00029,3793,29
T00008,4846,8
T00023,6127,23
T00017,151,17
T00019,7094,19
T00023,6731,23
T00008,2,8
T00019,5176,19
T00024,6565,24
T00027,7757,27
T00012,5264,12
T00002,3296,2
T00015,6571,15
T00022,4962,22
T00024,7944,24
T00017,9512,17
T00004,3737,4
T00008,241,8
T00001,7849,1
T00010,7136,10
T00006,8478,6
T00013,9357,13
T00004,2004,4
T00002,5428,2
T00028,72,28
T00014,8790,14
T00007,5996,7
T00017,7810,17
T00016,6302,16
T00013,3172,13
T00029,1739,29
T00029,7150,29
T00003,9974,3
T00018,7168,18
T00029,4122,29
T00021,840,21
T00012,4076,12
T00016,6906,16
T00015,550,15
T00023,4173,23
T00003,5244,3
T00004,165,4
T00013,1464,13
T00029,2898,29
T00028,5489,28
T00005,1014,5
T00013,1010,13
T00011,7355,11
T00020,9832,20
T00008,4436,8
T00027,2042,27
T00023,2899,23
T00003,4803,3
T00017,8864,17
T00011,1433,11
T00009,5562,9
T00027,8004,27
T00023,9325,23
T00029,5327,29
T00013,744,13
T00012,6892,12
T00025,536,25
T00016,3959,16
T00015,7199,15
T00003,1963,3
T00017,8838,17
T00029,2958,29
T00021,4130,21
T00029,2661,29
T00001,5217,1
T00026,2006,26
T00006,6134,6
T00023,3859,23
T00006,2254,6
T00001,6567,1
T00021,1856,21
T00029,9457,29
T00009,1741,9
T00015,3801,15
T00016,1711,16
T00030,4694,30
T00021,4191,21
T00023,3031,23
T00029,1862,29
T00010,369,10
T00006,681,6
T00020,2781,20
T00003,960,3
T00024,2124,24
T00021,8214,21
T00008,4257,8
T00017,6892,17
T00007,6101,7
T00011,7236,11
T00027,8077,27
T00024,5149,24
T00009,3086,9
T00021,7433,21
T00028,2941,28
T00030,9768,30
T00023,5221,23
T00030,4737,30
T00003,2711,3
T00030,5297,30
T00024,2877,24
T00004,1317,4
T00024,1952,24
T00026,6483,26
T00019,7210,19
T00023,3112,23
T00028,6481,28
T00013,6068,13
T00009,58,9
T00024,8605,24
T00002,703,2
T00030,4563,30
T00007,8387,7
T00013,5412,13
T00006,6676,6
T00028,8562,28
T00010,1390,10
T00018,7041,18
T00024,450,24
T00011,3300,11
T00020,653,20
T00028,743,28
T00020,30,20
T00027,5906,27
T00018,4536,18
T00030,8591,30
T00025,1515,25
T00008,6753,8
T00022,9706,22
T00028,5662,28
T00014,5194,14
T00029,6784,29
T00011,6711,11
T00013,6483,13
T00008,3249,8
T00002,9056,2
T00001,2685,1
T00030,5437,30
T00009,3517,9
T00015,3406,15
T00004,6413,4
T00015,6876,15
T00020,8212,20
T00015,5140,15
T00004,5078,4
T00024,6515,24
T00009,6486,9
T00001,6470,1
T00006,5166,6
T00023,1168,23
T00002,4402,2
T00018,2866,18
T00025,8261,25
T00002,1216,2
T00022,7475,22
T00024,4697,24
T00012,4988,12
T00014,9866,14
T00013,6607,13
T00006,6960,6
T00010,8787,10
T00019,7859,19
T00007,90,7
T00004,3028,4
T00007,1043,7
T00027,9294,27
T00012,6476,12
T00013,2646,13
T00013,9369,13
T00016,9747,16
T00011,5871,11
T00007,6392,7
T00025,337,25
T00014,4594,14
T00019,6442,19
T00021,2266,21
T00029,1961,29
T00025,9261,25
T00016,7048,16
T00012,8262,12
T00017,6543,17
T00022,437,22
T00023,8978,23
T00004,2762,4
T00012,1984,12
T00021,1355,21
T00030,3579,30
T00008,8523,8
T00019,8183,19
T00016,2836,16
T00025,8116,25
T00002,9403,2
T00029,4349,29
T00003,6226,3
T00018,5052,18
T00002,6521,2
T00022,1157,22
T00028,5969,28
T00016,3130,16
T00027,6949,27
T00008,5881,8
T00014,1291,14
T00027,9876,27
T00025,677,25
T00014,2347,14
T00021,8860,21
T00007,6333,7
T00001,558,1
T00013,5205,13
T00004,1782,4
T00014,8265,14
T00025,177,25
T00024,3619,24
T00004,4252,4
T00003,3866,3
T00021,7646,21
T00012,9607,12
T00005,7022,5
T00004,2544,4
T00014,4306,14
T00002,4325,2
T00002,7199,2
T00019,8976,19
T00006,410,6
T00021,6955,21
T00007,4035,7
T00004,5382,4
T00022,975,22
T00014,7909,14
T00020,2791,20
T00014,4453,14
T00029,2774,29
T00001,7339,1
T00003,2863,3
T00003,1619,3
T00007,8481,7
T00015,1943,15
T00025,2620,25
T00027,7381,27
T00001,8557,1
T00008,9539,8
T00015,1815,15
T00023,5446,23
T00028,3220,28
T00025,4931,25
T00017,7400,17
T00004,3298,4
T00010,588,10
T00023,8728,23
T00025,3189,25
T00019,7651,19
T00030,5821,30
T00021,7481,21
T00021,1405,21
T00007,4714,7
T00020,6129,20
T00012,2319,12
T00005,6096,5
T00026,8154,26
T00014,5346,14
T00001,672,1
T00028,7613,28
T00009,4553,9
T00020,1601,20
T00010,2576,10
T00028,3040,28
T00008,4579,8
T00015,1389,15
T00029,9544,29
T00023,911,23
T00011,7575,11
T00027,4147,27
T00004,7305,4
T00020,3407,20
T00022,2908,22
T00030,1393,30
T00021,5672,21
T00010,4930,10
T00002,9692,2
T00018,7836,18
T00009,1846,9
T00017,2268,17
T00014,1873,14
T00020,9981,20
T00017,9777,17
T00001,5520,1
T00005,6680,5
T00019,9205,19
T00024,1569,24
T00010,8990,10
T00017,7546,17
T00003,184,3
T00014,9632,14
T00011,6394,11
T00006,5318,6
T00027,1257,27
T00010,6469,10
T00012,8682,12
T00019,3037,19
T00022,6447,22
T00028,6436,28
T00008,1234,8
T00015,7828,15
T00015,2002,15
T00017,1419,17
T00008,464,8
T00024,6161,24
T00004,2628,4
T00003,2892,3
T00014,8287,14
T00008,4136,8
T00006,3527,6
T00023,1804,23
T00029,9426,29
T00025,7143,25
T00014,703,14
T00002,5650,2
T00030,8351,30
T00016,4934,16
T00024,9589,24
T00021,9879,21
T00021,5036,21
T00028,5836,28
T00030,3976,30
T00004,1749,4
T00001,2533,1
T00029,9595,29
T00001,3383,1
T00013,6451,13
T00017,4520,17
T00001,7875,1
T00010,2002,10
T00020,9187,20
T00008,8364,8
T00030,7220,30
T00028,7403,28
T00025,4011,25
T00004,8698,4
T00016,9223,16
T00018,7191,18
T00018,1127,18
T00003,1723,3
T00027,3542,27
T00006,7187,6
T00027,9057,27
T00027,5775,27
T00021,9034,21
T00022,3043,22
T00003,535,3
T00030,6947,30
T00006,6679,6
T00003,2099,3
T00013,2413,13
T00010,333,10
T00017,2772,17
T00022,6216,22
T00027,481,27
T00005,6592,5
T00022,2661,22
T00010,8916,10
T00026,8160,26
T00027,2299,27
T00010,9652,10
T00011,8253,11
T00002,7047,2
T00020,5921,20
T00007,183,7
T00005,778,5
T00021,3538,21
T00007,1063,7
T00022,5543,22
T00010,1930,10
T00008,9279,8
T00026,3291,26
T00017,5814,17
T00001,3510,1
T00015,9306,15
T00016,173,16
T00007,5273,7
T00010,9578,10
T00030,1742,30
T00025,5925,25
T00029,8133,29
T00011,1847,11
T00009,217,9
T00028,4478,28
T00009,4976,9
T00025,5470,25
T00021,3377,21
T00016,6472,16
T00002,996,2
T00029,6734,29
T00016,7495,16
T00030,3926,30
T00007,97,7
T00013,6599,13
T00012,5640,12
T00014,2981,14
T00003,2309,3
T00013,1570,13
T00007,7640,7
T00003,6478,3
T00010,304,10
T00008,2555,8
T00029,4400,29
T00018,7441,18
T00021,3243,21
T00012,7561,12
T00001,673,1
T00026,601,26
T00026,7614,26
T00003,1543,3
T00029,7047,29
T00024,9472,24
T00028,1375,28
T00015,4567,15
T00004,9189,4
T00015,8350,15
T00014,1500,14
T00021,4589,21
T00018,7171,18
T00024,3330,24
T00003,4647,3
T00022,6990,22
T00026,92,26
T00004,812,4
T00009,7277,9
T00012,7985,12
T00027,5975,27
T00007,1228,7
T00026,5120,26
T00021,3869,21
T00001,1296,1
T00028,7695,28
T00025,1046,25
T00004,656,4
T00013,5446,13
T00017,3078,17
T00017,5748,17
T00029,2281,29
T00015,7500,15
T00022,2343,22
T00018,3015,18
T00030,8447,30
T00019,8001,19
T00026,5574,26
T00017,6019,17
T00026,5438,26
T00004,2195,4
T00024,2685,24
T00024,4367,24
T00010,9973,10
T00009,8569,9
T00023,8288,23
T00016,955,16
T00024,9675,24
T00007,4605,7
T00013,7416,13
T00010,4414,10
T00028,8306,28
T00010,7141,10
T00020,111,20
T00020,3256,20
T00021,6195,21
T00022,3994,22
T00013,6587,13
T00006,1017,6
T00012,7378,12
T00024,281,24
T00027,4370,27
T00006,7402,6
T00018,7405,18
T00029,7275,29
T00025,1926,25
T00024,1050,24
T00006,7574,6
T00029,8361,29
T00003,6228,3
T00004,3248,4
T00030,1685,30
T00013,8230,13
T00018,9143,18
T00004,3520,4
T00020,9240,20
T00002,1887,2
T00022,7263,22
T00017,6122,17
T00011,6938,11
T00013,5424,13
T00015,2561,15
T00002,342,2
T00015,1429,15
T00021,2593,21
T00025,757,25
T00017,1148,17
T00008,4034,8
T00022,2859,22
T00010,1868,10
T00027,2478,27
T00011,4672,11
T00019,6962,19
T00001,1566,1
T00024,3387,24
T00008,5049,8
T00018,5995,18
T00025,3110,25
T00013,8605,13
T00004,9290,4
T00025,943,25
T00019,8791,19
T00016,7499,16
T00027,6989,27
T00016,4723,16
T00019,6768,19
T00015,1360,15
T00028,9292,28
T00023,4262,23
T00025,8139,25
T00027,1492,27
T00005,5999,5
T00028,684,28
T00023,9383,23
T00008,7738,8
T00002,627,2
T00020,1743,20
T00003,1888,3
T00014,5173,14
T00007,7798,7
T00016,5390,16
T00010,6868,10
T00029,2837,29
T00018,4932,18
T00002,6477,2
T00004,6319,4
T00022,3367,22
T00024,3016,24
T00023,8241,23
T00029,3382,29
T00019,6778,19
T00016,7289,16
T00030,6025,30
T00022,8139,22
T00006,9963,6
T00018,5876,18
T00029,4167,29
T00001,7612,1
T00022,1812,22
T00010,9395,10
T00023,9625,23
T00024,1302,24
T00018,9939,18
T00022,1645,22
T00014,2598,14
T00003,5965,3
T00029,2514,29
T00030,9855,30
T00026,3873,26
T00017,2435,17
T00008,1648,8
T00010,1051,10
T00024,68,24
T00010,6377,10
T00018,7330,18
T00004,5738,4
T00025,6807,25
T00003,2350,3
T00006,101,6
T00028,6967,28
T00014,7349,14
T00003,5260,3
T00012,6089,12
T00013,5572,13
T00001,4271,1
T00022,6276,22
T00015,6288,15
T00012,5565,12
T00002,5651,2
T00027,7162,27
T00002,5627,2
T00023,7580,23
T00005,3563,5
T00013,4643,13
T00016,5010,16
T00018,3970,18
T00001,2078,1
T00019,177,19
T00016,6915,16
T00016,1321,16
T00023,4907,23
T00023,7168,23
T00006,3272,6
T00011,1744,11
T00004,8398,4
T00006,2752,6
T00006,4425,6
T00028,8956,28
T00018,5084,18
T00026,5601,26
T00018,1939,18
T00020,5231,20
T00022,2954,22
T00029,7269,29
T00015,1840,15
T00028,1242,28
T00028,3850,28
T00003,5692,3
T00004,7358,4
T00014,7903,14
T00017,8962,17
T00005,3900,5
T00025,5853,25
T00012,1273,12
T00008,5828,8
T00007,2905,7
T00015,5767,15
T00019,2282,19
T00008,5749,8
T00003,9709,3
T00010,723,10
T00008,8255,8
T00002,7773,2
T00026,9135,26
T00029,7586,29
T00017,5140,17
T00003,4909,3
T00022,5945,22
T00008,8212,8
T00026,9135,26
T00011,2934,11
T00017,3535,17
T00017,6229,17
T00026,6211,26
T00009,7576,9
T00001,9586,1
T00017,6776,17
T00008,6907,8
T00030,7560,30
T00019,4165,19
T00007,3088,7
T00019,5260,19
T00021,9283,21
T00011,6241,11
T00009,2435,9
T00005,3735,5
T00003,4941,3
T00010,9514,10
T00028,680,28
T00018,1065,18
T00015,2935,15
T00005,5933,5
T00017,965,17
T00028,3105,28
T00024,9502,24
T00023,8035,23
T00005,7841,5
T00017,1807,17
T00020,6662,20
T00029,2984,29
T00007,6694,7
T00027,4834,27
T00019,5522,19
T00013,9833,13
T00028,1480,28
T00015,5189,15
T00016,8266,16
T00009,579,9
T00003,3354,3
T00024,6329,24
T00014,2190,14
T00005,918,5
T00026,6985,26
T00027,3472,27
T00007,6589,7
T00026,472,26
T00013,6641,13
T00002,3002,2
T00030,7767,30
T00011,9854,11
T00030,4606,30
T00030,5656,30
T00009,2306,9
T00012,3801,12
T00024,4038,24
T00021,8177,21
T00019,9188,19
T00001,5235,1
T00026,4038,26
T00002,8977,2
T00022,1409,22
T00014,9812,14
T00011,7811,11
T00030,8971,30
T00015,2452,15
T00007,381,7
T00015,4719,15
T00010,5609,10
T00022,9948,22
T00017,3275,17
T00002,5750,2
T00004,2227,4
T00006,474,6
T00013,3104,13
T00030,8746,30
T00015,963,15
T00015,8797,15
T00003,5682,3
T00028,9826,28
T00006,1280,6
T00017,1939,17
T00013,9782,13
T00028,7687,28
T00026,7902,26
T00011,2204,11
T00029,6134,29
T00021,7297,21
T00010,6522,10
T00028,4351,28
T00003,5880,3
T00015,4139,15
T00029,8845,29
T00001,8206,1
T00013,6274,13
T00007,1363,7
T00014,4690,14
T00017,9868,17
T00022,5983,22
T00020,3728,20
T00011,3786,11
T00014,1994,14
T00026,958,26
T00008,8718,8
T00015,4947,15
T00018,7382,18
T00004,6397,4
T00009,4889,9
T00012,6547,12
T00022,473,22
T00027,2308,27
T00028,924,28
T00002,5394,2
T00007,4006,7
T00004,6917,4
T00010,186,10
T00023,848,23
T00027,7657,27
T00027,9360,27
T00029,6322,29
T00012,8420,12
T00019,1075,19
T00010,9240,10
T00015,6419,15
T00012,1309,12
T00019,9,19
T00023,1637,23
T00016,4495,16
T00019,9799,19
T00021,3597,21
T00028,8450,28
T00007,7584,7
T00019,7336,19
T00017,5644,17
T00016,455,16
T00027,8194,27
T00009,7877,9
T00002,7170,2
T00019,7299,19
T00015,942,15
T00001,4857,1
T00028,2375,28
T00026,5772,26
T00022,2544,22
T00015,6272,15
T00020,6125,20
T00019,5297,19
T00008,4770,8
T00021,2022,21
T00002,7656,2
T00025,4619,25
T00010,3679,10
T00002,3188,2
T00027,2826,27
T00001,9026,1
T00004,4273,4
T00001,1390,1
T00017,4587,17
T00004,9104,4
T00013,4949,13
T00006,2347,6
T00007,6039,7
T00019,6999,19
T00001,5643,1
T00007,9231,7
T00014,2622,14
T00010,8391,10
T00020,8051,20
T00011,4694,11
T00026,8447,26
T00006,4740,6
T00017,7211,17
T00004,2506,4
T00014,3950,14
T00026,4624,26
T00006,6851,6
T00030,7508,30
T00005,4383,5
T00007,7822,7
T00003,4770,3
T00001,8355,1
T00006,9106,6
T00023,6669,23
T00013,3979,13
T00022,1517,22
T00018,9711,18
T00030,2645,30
T00019,73,19
T00004,5297,4
T00025,4101,25
T00010,491,10
T00003,4900,3
T00001,1684,1
T00011,2297,11
T00023,5371,23
T00029,961,29
T00007,699,7
T00027,817,27
T00024,6528,24
T00021,4340,21
T00028,6373,28
T00027,4132,27
T00023,1633,23
T00016,4068,16
T00026,1558,26
T00022,3281,22
T00011,8852,11
T00002,9799,2
T00020,4700,20
T00023,5631,23
T00025,6358,25
T00016,2688,16
T00028,6232,28
T00017,1360,17
T00003,1619,3
T00029,423,29
T00010,1184,10
T00009,5596,9
T00023,1274,23
T00015,5000,15
T00019,973,19
T00014,4300,14
T00025,7123,25
T00007,5777,7
T00024,1389,24
T00003,4687,3
T00024,164,24
T00004,9825,4
T00002,8522,2
T00027,4977,27
T00029,9205,29
T00030,5807,30
T00007,3986,7
T00003,3551,3
T00021,9171,21
T00019,5169,19
T00012,7201,12
T00003,7649,3
T00021,9792,21
T00023,4992,23
T00008,6745,8
T00011,5354,11
T00008,2245,8
T00008,2448,8
T00015,3752,15
T00007,7494,7
T00020,1979,20
T00017,181,17
T00006,5616,6
T00027,731,27
T00021,2148,21
T00024,2513,24
T00014,6483,14
T00012,2314,12
T00018,2785,18
T00026,6595,26
T00010,8957,10
T00004,4082,4
T00022,1941,22
T00005,2422,5
T00009,3568,9
T00001,4307,1
T00019,6260,19
T00017,5126,17
T00014,4872,14
T00021,4616,21
T00022,1393,22
T00023,3077,23
T00005,2849,5
T00024,936,24
T00029,7908,29
T00003,642,3
T00018,4149,18
T00005,5773,5
T00013,5858,13
T00018,9551,18
T00030,2533,30
T00018,4625,18
T00025,8239,25
T00028,8509,28
T00023,1896,23
T00028,5785,28
T00020,1004,20
T00027,7140,27
T00024,1031,24
T00019,2129,19
T00019,2541,19
T00025,2830,25
T00003,4240,3
T00006,6509,6
T00010,8497,10
T00009,7558,9
T00023,6857,23
T00009,1093,9
T00015,3858,15
T00003,4444,3
T00004,981,4
T00017,8628,17
T00021,7944,21
T00018,3646,18
T00030,5024,30
T00013,1606,13
T00018,8335,18
T00010,5745,10
T00006,4119,6
T00008,4736,8
T00022,5167,22
T00026,2359,26
T00010,3740,10
T00027,6568,27
T00017,81,17
T00003,8001,3
T00029,902,29
T00018,3376,18
T00018,7576,18
T00029,9495,29
T00016,143,16
T00002,4471,2
T00023,147,23
T00018,5458,18
T00007,2952,7
T00004,7801,4
T00012,7579,12
T00012,1142,12
T00010,6623,10
T00020,6056,20
T00009,6243,9
T00001,8128,1
T00013,8721,13
T00005,3216,5
T00004,4774,4
T00025,6007,25
T00015,7133,15
T00004,1841,4
T00002,2483,2
T00006,5816,6
T00003,4833,3
T00010,6627,10
T00009,8871,9
T00010,1424,10
T00008,2746,8
T00014,9890,14
T00015,1026,15
T00016,3848,16
T00006,8823,6
T00025,6039,25
T00017,6648,17
T00009,2948,9
T00016,1098,16
T00021,5371,21
T00027,7329,27
T00028,595,28
T00004,6217,4
T00021,3955,21
T00020,4817,20
T00008,6435,8
T00013,5201,13
T00004,1306,4
T00030,2078,30
T00022,2055,22
T00016,5007,16
T00015,3369,15
T00003,9892,3
T00017,7910,17
T00010,385,10
T00013,2267,13
T00004,5722,4
T00005,8158,5
T00029,4005,29
T00025,8869,25
T00003,8872,3
T00028,5932,28
T00011,6605,11
T00019,5475,19
T00025,5074,25
T00012,7362,12
T00024,1618,24
T00025,8161,25
T00012,2782,12
T00013,1528,13
T00028,4457,28
T00028,2575,28
T00006,660,6
T00015,9815,15
T00017,2831,17
T00029,8037,29
T00027,3638,27
T00002,7559,2
T00028,2489,28
T00005,609,5
T00015,316,15
T00012,3278,12
T00009,2851,9
T00001,2532,1
T00014,3735,14
T00010,6205,10
T00027,688,27
T00016,369,16
T00027,8496,27
T00026,5392,26
T00004,9643,4
T00010,1317,10
T00006,1424,6
T00025,631,25
T00025,3682,25
T00004,5155,4
T00011,3415,11
T00018,3108,18
T00004,6184,4
T00004,5803,4
T00008,9308,8
T00027,667,27
T00017,3311,17
T00002,2662,2
T00026,2637,26
T00007,7214,7
T00025,7847,25
T00020,6712,20
T00010,4360,10
T00026,3319,26
T00020,1515,20
T00006,98,6
T00024,9613,24
T00024,2072,24
T00008,7368,8
T00026,1839,26
T00016,771,16
T00008,5973,8
T00010,8436,10
T00001,7906,1
T00003,9512,3
T00020,9717,20
T00008,1994,8
T00020,6509,20
T00026,4208,26
T00002,7849,2
T00013,475,13
T00003,5230,3
T00022,656,22
T00001,5016,1
T00025,3592,25
T00017,5951,17
T00023,2971,23
T00017,6874,17
T00019,1431,19
T00009,1823,9
T00007,2211,7
T00023,7936,23
T00001,4982,1
T00008,9806,8
T00004,7181,4
T00019,9077,19
T00029,3073,29
T00002,3085,2
T00005,3393,5
T00025,1695,25
T00004,787,4
T00020,3367,20
T00017,7723,17
T00018,9122,18
T00030,1463,30
T00030,2964,30
T00023,9375,23
T00030,5946,30
T00013,5154,13
T00023,6400,23
T00007,5983,7
T00019,7990,19
T00005,9500,5
T00007,1165,7
T00027,3002,27
T00030,3116,30
T00029,6927,29
T00029,8309,29
T00019,2996,19
T00020,7914,20
T00021,5484,21
T00014,9570,14
T00027,8470,27
T00018,6530,18
T00010,7981,10
T00024,1186,24
T00021,4622,21
T00021,9781,21
T00009,9916,9
T00015,4591,15
T00025,6401,25
T00029,9326,29
T00024,2698,24
T00008,7503,8
T00025,6508,25
T00025,398,25
T00003,8152,3
T00020,5011,20
T00008,4311,8
T00027,3689,27
T00025,3453,25
T00016,8802,16
T00029,247,29
T00009,8766,9
T00019,26,19
T00015,2353,15
T00020,3425,20
T00004,2412,4
T00030,2506,30
T00017,6287,17
T00018,3486,18
T00011,1477,11
T00026,2308,26
T00027,90,27
T00021,4162,21
T00028,2607,28
T00012,6910,12
T00008,4947,8
T00010,3138,10
T00025,1052,25
T00006,1962,6
T00023,6933,23
T00030,9585,30
T00001,9616,1
T00002,7555,2
T00019,3221,19
T00019,6394,19
T00019,484,19
T00029,6474,29
T00023,8924,23
T00022,2515,22
T00018,7533,18
T00027,336,27
T00001,7882,1
T00013,2838,13
T00011,9456,11
T00020,6677,20
T00006,1772,6
T00009,9834,9
T00006,6320,6
T00030,1308,30
T00028,4647,28
T00006,5850,6
T00003,9883,3
T00010,8381,10
T00014,8084,14
T00011,6267,11
T00024,8844,24
T00007,6509,7
T00007,3327,7
T00008,1395,8
T00020,4081,20
T00007,3931,7
T00026,8865,26
T00006,4903,6
T00013,6311,13
T00001,9970,1
T00024,3152,24
T00016,3988,16
T00025,2202,25
T00028,9052,28
T00006,976,6
T00022,1874,22
T00011,5742,11
T00023,803,23
T00014,8173,14
T00012,2738,12
T00001,1958,1
T00023,8639,23
T00014,638,14
T00008,2356,8
T00004,4995,4
T00010,6577,10
T00011,4202,11
T00010,9934,10
T00020,8693,20
T00023,6447,23
T00019,549,19
T00023,6412,23
T00011,2721,11
T00006,7746,6
T00006,934,6
T00010,4036,10
T00017,1252,17
T00010,1457,10
T00005,1086,5
T00009,5960,9
T00011,6892,11
T00014,4760,14
T00009,5949,9
T00016,7512,16
T00005,799,5
T00001,9092,1
T00001,6121,1
T00001,8445,1
T00002,4267,2
T00012,8780,12
T00020,5881,20
T00009,2506,9
T00017,5500,17
T00006,3494,6
T00003,5331,3
T00018,9681,18
T00020,8532,20
T00007,2176,7
T00005,4921,5
T00028,2676,28
T00018,4231,18
T00019,7220,19
T00007,8795,7
T00013,6865,13
T00013,1053,13
T00014,503,14
T00003,520,3
T00015,5089,15
T00022,5640,22
T00001,8930,1
T00027,5789,27
T00009,9609,9
T00003,5892,3
T00029,7728,29
T00020,5866,20
T00013,1051,13
T00019,5299,19
T00029,7706,29
T00006,1760,6
T00025,7903,25
T00028,8508,28
T00025,9934,25
T00009,88,9
T00025,2551,25
T00023,6154,23
T00023,6551,23
T00022,8021,22
T00022,6625,22
T00011,4558,11
T00008,8585,8
T00017,5367,17
T00007,8317,7
T00002,5284,2
T00007,3320,7
T00009,3493,9
T00005,6160,5
T00011,8272,11
T00018,3062,18
T00016,6691,16
T00017,8751,17
T00004,5752,4
T00001,8731,1
T00017,5822,17
T00002,771,2
T00006,9829,6
T00020,866,20
T00029,7950,29
T00015,6819,15
T00012,8858,12
T00005,8744,5
T00002,7535,2
T00024,2386,24
T00016,3956,16
T00012,8914,12
T00014,7244,14
T00010,2319,10
T00017,578,17
T00024,5563,24
T00027,8560,27
T00017,7124,17
T00019,1738,19
T00011,526,11
T00028,3154,28
T00001,9310,1
T00026,1435,26
T00021,3862,21
T00016,1355,16
T00024,2750,24
T00018,3911,18
T00016,9962,16
T00002,735,2
T00001,2463,1
T00016,3089,16
